number,department,municipality,area,location,address,electoralLoad
01030,02-COLON,01-TRUJILLO,2-RURAL,ESC. REPUBLICA DE COLOMBIA,026-SILIN,366
01031,02-COLON,01-TRUJILLO,2-RURAL,ESC. REPUBLICA DE COLOMBIA,026-SILIN,366
01032,02-COLON,01-TRUJILLO,2-RURAL,ESC. REPUBLICA DE COLOMBIA,026-SILIN,366
01033,02-COLON,01-TRUJILLO,2-RURAL,ESC. INDEPENDENCIA,027-SAN JOSE DE COLON O LA MONTAÑA,173
01034,02-COLON,01-TRUJILLO,2-RURAL,ESC. LUIS ANDRES ZUNIGA,028-EL BENQUE,319
01035,02-COLON,01-TRUJILLO,2-RURAL,ESC. PEDRO NUFIO,029-CUYAMEL,330
01036,02-COLON,01-TRUJILLO,2-RURAL,ESC. 28 DE SEPTIEMBRE,030-EL HIGUERITO,199
01037,02-COLON,01-TRUJILLO,2-RURAL,ESC. LUZ INFANTIL,031-AGUA AMARILLA,309
01038,02-COLON,01-TRUJILLO,2-RURAL,ESC. LUZ INFANTIL,031-AGUA AMARILLA,308
01039,02-COLON,01-TRUJILLO,2-RURAL,ESC. LUZ INFANTIL,031-AGUA AMARILLA,308
01040,02-COLON,01-TRUJILLO,2-RURAL,ESC. 30 DE MAYO,032-JAZMINES DE ORIENTE,139
01041,02-COLON,01-TRUJILLO,2-RURAL,ESC. EL EDEN,033-PANAMA,266
01042,02-COLON,01-TRUJILLO,2-RURAL,ESC. EL EDEN,033-PANAMA,265
01043,02-COLON,01-TRUJILLO,2-RURAL,ESC. ALPHA,034-OCOTES ALTOS,337
01044,02-COLON,01-TRUJILLO,2-RURAL,ESC. ALPHA,034-OCOTES ALTOS,336
01045,02-COLON,01-TRUJILLO,2-RURAL,ESC. ALPHA,034-OCOTES ALTOS,336
01046,02-COLON,01-TRUJILLO,2-RURAL,ESC. ALFONSO XIII,035-CHICHIGUITE ARRIBA,339
01047,02-COLON,01-TRUJILLO,2-RURAL,ESC. 24 DE MAYO,036-EL TESORITO,342
01048,02-COLON,01-TRUJILLO,2-RURAL,ESC. SANTA ELENA,037-SANTA ELENA I-II,194
01049,02-COLON,01-TRUJILLO,2-RURAL,ESC. SANTA ELENA,037-SANTA ELENA I-II,193
01050,02-COLON,01-TRUJILLO,2-RURAL,ESC. BATALLA DE LA TRINIDAD,038-COL. NUEVA SINAI,368
01051,02-COLON,01-TRUJILLO,2-RURAL,ESC. BATALLA DE LA TRINIDAD,038-COL. NUEVA SINAI,367
01052,02-COLON,01-TRUJILLO,2-RURAL,ESC. BATALLA DE LA TRINIDAD,038-COL. NUEVA SINAI,367
01053,02-COLON,01-TRUJILLO,2-RURAL,ESC. PATRIA,039-COL. NUEVA MARAÑONES,262
01054,02-COLON,01-TRUJILLO,2-RURAL,ESC. PATRIA,039-COL. NUEVA MARAÑONES,261
01055,02-COLON,01-TRUJILLO,2-RURAL,ESC. LA REFORMA,040-COOP. RIO CLARO,210
01056,02-COLON,01-TRUJILLO,2-RURAL,ESC. LA REFORMA,040-COOP. RIO CLARO,209
01057,02-COLON,01-TRUJILLO,2-RURAL,CEB. JAIRO AYALA,041-COMUNIDAD GUADALUPE CARNEY,314
01058,02-COLON,01-TRUJILLO,2-RURAL,CEB. JAIRO AYALA,041-COMUNIDAD GUADALUPE CARNEY,314
01059,02-COLON,01-TRUJILLO,2-RURAL,CEB. JAIRO AYALA,041-COMUNIDAD GUADALUPE CARNEY,314
01060,02-COLON,01-TRUJILLO,2-RURAL,CEB. JAIRO AYALA,041-COMUNIDAD GUADALUPE CARNEY,314
01061,02-COLON,01-TRUJILLO,2-RURAL,CEB. JAIRO AYALA,041-COMUNIDAD GUADALUPE CARNEY,313
01062,02-COLON,01-TRUJILLO,2-RURAL,CEB 18 DE MAYO,042-CAPIRO,343
01063,02-COLON,01-TRUJILLO,2-RURAL,CEB 18 DE MAYO,042-CAPIRO,343
01064,02-COLON,01-TRUJILLO,2-RURAL,CEB 18 DE MAYO,042-CAPIRO,343
01065,02-COLON,01-TRUJILLO,2-RURAL,CEB 18 DE MAYO,042-CAPIRO,342
01066,02-COLON,01-TRUJILLO,2-RURAL,ESC. 3 DE FEBRERO,043-MONTECRISTO,248
01067,02-COLON,01-TRUJILLO,2-RURAL,ESC. 3 DE FEBRERO,043-MONTECRISTO,248
01068,02-COLON,02-BALFATE,2-RURAL,ESC. MINERVA,001-BALFATE,339
01069,02-COLON,02-BALFATE,2-RURAL,ESC. MINERVA,001-BALFATE,339
01070,02-COLON,02-BALFATE,2-RURAL,ESC. MINERVA,001-BALFATE,338
01071,02-COLON,02-BALFATE,2-RURAL,ESC. MINERVA,001-BALFATE,338
01072,02-COLON,02-BALFATE,2-RURAL,ESC. LUZ DEL ATLANTICO,002-EL CENIZO,189
01073,02-COLON,02-BALFATE,2-RURAL,ESC. LUZ DEL ATLANTICO,002-EL CENIZO,189
01074,02-COLON,02-BALFATE,2-RURAL,ESC. RAMON ROSA,003-LAS FLORES,187
01075,02-COLON,02-BALFATE,2-RURAL,CEB PRIMAVERA,004-LIS LIS,316
01076,02-COLON,02-BALFATE,2-RURAL,CEB PRIMAVERA,004-LIS LIS,316
01077,02-COLON,02-BALFATE,2-RURAL,CEB PRIMAVERA,004-LIS LIS,316
01078,02-COLON,02-BALFATE,2-RURAL,ESC. JOSE TRINIDAD CABAÑAS,005-PLANES DE BAMBU,129
01079,02-COLON,02-BALFATE,2-RURAL,CEB.  BILINGUE INTERCULTURAL GARIFUNA BARAUDA.,006-RIO ESTEBAN,328
01080,02-COLON,02-BALFATE,2-RURAL,CEB.  BILINGUE INTERCULTURAL GARIFUNA BARAUDA.,006-RIO ESTEBAN,328
01081,02-COLON,02-BALFATE,2-RURAL,CEB.  BILINGUE INTERCULTURAL GARIFUNA BARAUDA.,006-RIO ESTEBAN,328
01082,02-COLON,02-BALFATE,2-RURAL,CEB.  BILINGUE INTERCULTURAL GARIFUNA BARAUDA.,006-RIO ESTEBAN,328
01083,02-COLON,02-BALFATE,2-RURAL,CEB.  BILINGUE INTERCULTURAL GARIFUNA BARAUDA.,006-RIO ESTEBAN,328
01084,02-COLON,02-BALFATE,2-RURAL,CEB. CULTURA,007-LUCINDA,251
01085,02-COLON,02-BALFATE,2-RURAL,CEB. CULTURA,007-LUCINDA,251
01086,02-COLON,02-BALFATE,2-RURAL,CEB. CULTURA,007-LUCINDA,250
01087,02-COLON,02-BALFATE,2-RURAL,ESC. OSCAR A. FLORES,008-EL PORVENIR,338
01088,02-COLON,02-BALFATE,2-RURAL,ESC. VICTOR CACEREZ LARA,009-CUYAMEL,146
01089,02-COLON,02-BALFATE,2-RURAL,ESC. 3 DE MAYO,010-EL SATAL,325
01090,02-COLON,02-BALFATE,2-RURAL,CEB JUAN LINDO,011-LIMERA,272
01091,02-COLON,02-BALFATE,2-RURAL,CEB JUAN LINDO,011-LIMERA,272
01092,02-COLON,02-BALFATE,2-RURAL,CEB ATENEA,012-RIO COCO,346
01093,02-COLON,02-BALFATE,2-RURAL,CEB ATENEA,012-RIO COCO,345
01094,02-COLON,02-BALFATE,2-RURAL,CEB FIAT LUX,013-BAMBU,254
01095,02-COLON,02-BALFATE,2-RURAL,CEB FIAT LUX,013-BAMBU,254
01096,02-COLON,02-BALFATE,2-RURAL,ESC. 22 DE NOVIEMBRE,014-LAS VALLAS,330
01097,02-COLON,02-BALFATE,2-RURAL,ESC. PLATON,015-LAS CRUCITAS,203
01098,02-COLON,02-BALFATE,2-RURAL,ESC. PLATON,015-LAS CRUCITAS,203
01099,02-COLON,03-IRIONA,2-RURAL,CEB RODOLFO ROJAS,001-CUSUNA,265
01100,02-COLON,03-IRIONA,2-RURAL,CEB RODOLFO ROJAS,001-CUSUNA,264
01101,02-COLON,03-IRIONA,2-RURAL,CEB RODOLFO ROJAS,001-CUSUNA,264
01102,02-COLON,03-IRIONA,2-RURAL,CEB PRESENTACION CENTENO,002-LAS CHAMPAS U OCOTALES,338
01103,02-COLON,03-IRIONA,2-RURAL,CEB PRESENTACION CENTENO,002-LAS CHAMPAS U OCOTALES,338
01104,02-COLON,03-IRIONA,2-RURAL,CEB PRESENTACION CENTENO,002-LAS CHAMPAS U OCOTALES,338
01105,02-COLON,03-IRIONA,2-RURAL,CEB PRESENTACION CENTENO,002-LAS CHAMPAS U OCOTALES,338
01106,02-COLON,03-IRIONA,2-RURAL,CEB PRESENTACION CENTENO,002-LAS CHAMPAS U OCOTALES,337
01107,02-COLON,03-IRIONA,2-RURAL,CEB RAUL MUNGUIA SIERRA,003-PAYA,310
01108,02-COLON,03-IRIONA,2-RURAL,CEB RAUL MUNGUIA SIERRA,003-PAYA,310
01109,02-COLON,03-IRIONA,2-RURAL,CEB RAUL MUNGUIA SIERRA,003-PAYA,310
01110,02-COLON,03-IRIONA,2-RURAL,CEB RAUL MUNGUIA SIERRA,003-PAYA,309
01111,02-COLON,03-IRIONA,2-RURAL,CEB CARLOTA GONZALES VELASQUEZ,004-SAN JOSE DE LA PUNTA,325
01112,02-COLON,03-IRIONA,2-RURAL,CEB CARLOTA GONZALES VELASQUEZ,004-SAN JOSE DE LA PUNTA,324
01113,02-COLON,03-IRIONA,2-RURAL,ESC. MARCO AURELIO SOTO,005-SANGRELAYA,287
01114,02-COLON,03-IRIONA,2-RURAL,ESC. MARCO AURELIO SOTO,005-SANGRELAYA,287
01115,02-COLON,03-IRIONA,2-RURAL,ESC. MARCO AURELIO SOTO,005-SANGRELAYA,287
01116,02-COLON,03-IRIONA,2-RURAL,ESC. 17 DE AGOSTO,006-SICO,365
01117,02-COLON,03-IRIONA,2-RURAL,ESC. 17 DE AGOSTO,006-SICO,364
01118,02-COLON,03-IRIONA,2-RURAL,ESC. 17 DE AGOSTO,006-SICO,364
01119,02-COLON,03-IRIONA,2-RURAL,ESC. 17 DE AGOSTO,006-SICO,364
01120,02-COLON,03-IRIONA,2-RURAL,ESC. 17 DE AGOSTO,006-SICO,364
01121,02-COLON,03-IRIONA,2-RURAL,CEB JOSE CECILIO DEL VALLE,008-PUNTA DE PIEDRA,305
01122,02-COLON,03-IRIONA,2-RURAL,CEB JOSE CECILIO DEL VALLE,008-PUNTA DE PIEDRA,305
01123,02-COLON,03-IRIONA,2-RURAL,CEB JOSE CECILIO DEL VALLE,008-PUNTA DE PIEDRA,304
01124,02-COLON,03-IRIONA,2-RURAL,CEB ALVARO CONTRERAS,010-CIRIBOYA,347
01125,02-COLON,03-IRIONA,2-RURAL,CEB LA FRATERNIDAD,011-EL CASTILLO,321
01126,02-COLON,03-IRIONA,2-RURAL,CEB LA FRATERNIDAD,011-EL CASTILLO,321
01127,02-COLON,03-IRIONA,2-RURAL,CEB RAMON ROSA,012-ZAMBITA,321
01128,02-COLON,03-IRIONA,2-RURAL,CEB RAMON ROSA,012-ZAMBITA,321
01129,02-COLON,03-IRIONA,2-RURAL,CEB RAMON ROSA,012-ZAMBITA,320
01130,02-COLON,03-IRIONA,2-RURAL,ESC. ALFONSO LACAYO,013-PLAYAS DE OCOTALES,279
01131,02-COLON,03-IRIONA,2-RURAL,ESC. ALFONSO LACAYO,013-PLAYAS DE OCOTALES,279
01132,02-COLON,03-IRIONA,2-RURAL,ESC. ALFONSO LACAYO,013-PLAYAS DE OCOTALES,278
01133,02-COLON,03-IRIONA,2-RURAL,ESC. JORGE LINO FIGUEROA,014-IRIONA VIEJO,163
01134,02-COLON,03-IRIONA,2-RURAL,CEB RAMON DE JESUS ZELAYA,015-IRIONA PUERTO,346
01135,02-COLON,04-LIMON,2-RURAL,ESC. FRANCISCO MORAZAN,001-LIMON,352
01136,02-COLON,04-LIMON,2-RURAL,ESC. FRANCISCO MORAZAN,001-LIMON,352
01137,02-COLON,04-LIMON,2-RURAL,ESC. FRANCISCO MORAZAN,001-LIMON,352
01138,02-COLON,04-LIMON,2-RURAL,ESC. FRANCISCO MORAZAN,001-LIMON,352
01139,02-COLON,04-LIMON,2-RURAL,ESC. FRANCISCO MORAZAN,001-LIMON,352
01140,02-COLON,04-LIMON,2-RURAL,ESC. FRANCISCO MORAZAN,001-LIMON,352
01141,02-COLON,04-LIMON,2-RURAL,ESC. 5 DE MARZO,002-LA FORTUNA,270
01142,02-COLON,04-LIMON,2-RURAL,CEB JOSE CECILIO DEL VALLE,003-FRANCIA,363
01143,02-COLON,04-LIMON,2-RURAL,CEB JOSE CECILIO DEL VALLE,003-FRANCIA,363
01144,02-COLON,04-LIMON,2-RURAL,CEB JOSE CECILIO DEL VALLE,003-FRANCIA,363
01145,02-COLON,04-LIMON,2-RURAL,CEB JOSE CECILIO DEL VALLE,003-FRANCIA,363
01146,02-COLON,04-LIMON,2-RURAL,CEB JOSE CECILIO DEL VALLE,003-FRANCIA,363
01147,02-COLON,04-LIMON,2-RURAL,CEB JOSE CECILIO DEL VALLE,003-FRANCIA,363
01148,02-COLON,04-LIMON,2-RURAL,ESC. JUAN JOSE LABORIEL,005-PLAN DE FLORES,308
01149,02-COLON,04-LIMON,2-RURAL,ESC. JUAN JOSE LABORIEL,005-PLAN DE FLORES,307
01150,02-COLON,04-LIMON,2-RURAL,ESC. JUAN JOSE LABORIEL,005-PLAN DE FLORES,307
01151,02-COLON,04-LIMON,2-RURAL,ESC. JUAN JOSE LABORIEL,005-PLAN DE FLORES,307
01152,02-COLON,04-LIMON,2-RURAL,ESC. 19 DE DICIEMBRE,006-LIMONCITO,208
01153,02-COLON,04-LIMON,2-RURAL,ESC. 19 DE DICIEMBRE,006-LIMONCITO,207
01154,02-COLON,04-LIMON,2-RURAL,CEB SILVERIO HERNANDEZ TINGLAS,007-JICOTEA,329
01155,02-COLON,04-LIMON,2-RURAL,CEB SILVERIO HERNANDEZ TINGLAS,007-JICOTEA,329
01156,02-COLON,04-LIMON,2-RURAL,CEB SILVERIO HERNANDEZ TINGLAS,007-JICOTEA,329
01157,02-COLON,04-LIMON,2-RURAL,CEB SILVERIO HERNANDEZ TINGLAS,007-JICOTEA,329
01158,02-COLON,04-LIMON,2-RURAL,CEB SILVERIO HERNANDEZ TINGLAS,007-JICOTEA,329
01159,02-COLON,04-LIMON,2-RURAL,CEB SILVERIO HERNANDEZ TINGLAS,007-JICOTEA,328
01160,02-COLON,04-LIMON,2-RURAL,CEB SILVERIO HERNANDEZ TINGLAS,007-JICOTEA,328
01161,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,358
01162,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,358
01163,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,358
01164,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,358
01165,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,358
01166,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,358
01167,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,358
01168,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01169,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01170,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01171,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01172,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01173,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01174,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01175,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01176,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01177,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01178,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01179,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01180,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01181,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01182,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01183,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01184,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01185,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01186,02-COLON,05-SABA,1-URBANA,ESC. FRANCISCO MORAZAN,001-BO. EL COYOL,357
01187,02-COLON,05-SABA,1-URBANA,ESC. PRIMERO DE ABRIL,002-Bo. LA PAVA,294
01188,02-COLON,05-SABA,1-URBANA,ESC. PRIMERO DE ABRIL,002-Bo. LA PAVA,293
01189,02-COLON,05-SABA,1-URBANA,ESC. PRIMERO DE ABRIL,002-Bo. LA PAVA,293
01190,02-COLON,05-SABA,1-URBANA,ESC. PRIMERO DE ABRIL,002-Bo. LA PAVA,293
01191,02-COLON,05-SABA,1-URBANA,ESC. PUNTA  CAXINAS,003-BO. LA CHOLOMEÑA,345
01192,02-COLON,05-SABA,1-URBANA,ESC. PUNTA  CAXINAS,003-BO. LA CHOLOMEÑA,344
01193,02-COLON,05-SABA,1-URBANA,ESC. PUNTA  CAXINAS,003-BO. LA CHOLOMEÑA,344
01194,02-COLON,05-SABA,1-URBANA,ESC. PUNTA  CAXINAS,003-BO. LA CHOLOMEÑA,344
01195,02-COLON,05-SABA,1-URBANA,INST. POLIVALENTE 4 DE SEPTIEMBRE DE 1964,004-COL. BELLA VISTA,340
01196,02-COLON,05-SABA,1-URBANA,INST. POLIVALENTE 4 DE SEPTIEMBRE DE 1964,004-COL. BELLA VISTA,340
01197,02-COLON,05-SABA,1-URBANA,INST. POLIVALENTE 4 DE SEPTIEMBRE DE 1964,004-COL. BELLA VISTA,339
01198,02-COLON,05-SABA,1-URBANA,INST. POLIVALENTE 4 DE SEPTIEMBRE DE 1964,004-COL. BELLA VISTA,339
01199,02-COLON,05-SABA,2-RURAL,ESC. ESTEBAN GUARDIOLA,002-COL. STANDARD,353
01200,02-COLON,05-SABA,2-RURAL,ESC. ESTEBAN GUARDIOLA,002-COL. STANDARD,353
01201,02-COLON,05-SABA,2-RURAL,ESC. ESTEBAN GUARDIOLA,002-COL. STANDARD,352
01202,02-COLON,05-SABA,2-RURAL,ESC. PERLAS DEL AGUAN,003-CEIBITA,301
01203,02-COLON,05-SABA,2-RURAL,ESC. PERLAS DEL AGUAN,003-CEIBITA,300
01204,02-COLON,05-SABA,2-RURAL,CEB. JOSE TRINIDAD CABAÑAS,004-EL ACHIOTE,321
01205,02-COLON,05-SABA,2-RURAL,CEB. JOSE TRINIDAD CABAÑAS,004-EL ACHIOTE,320
01206,02-COLON,05-SABA,2-RURAL,CEB. JOSE TRINIDAD CABAÑAS,004-EL ACHIOTE,320
01207,02-COLON,05-SABA,2-RURAL,CEB. JOSE TRINIDAD CABAÑAS,004-EL ACHIOTE,320
01208,02-COLON,05-SABA,2-RURAL,CEB. JOSE TRINIDAD CABAÑAS,004-EL ACHIOTE,320
01209,02-COLON,05-SABA,2-RURAL,ESC. CRISTOBAL COLON,005-ELIXIR,353
01210,02-COLON,05-SABA,2-RURAL,ESC. CRISTOBAL COLON,005-ELIXIR,353
01211,02-COLON,05-SABA,2-RURAL,ESC. CRISTOBAL COLON,005-ELIXIR,353
01212,02-COLON,05-SABA,2-RURAL,ESC. CRISTOBAL COLON,005-ELIXIR,352
01213,02-COLON,05-SABA,2-RURAL,ESC. CRISTOBAL COLON,005-ELIXIR,352
01214,02-COLON,05-SABA,2-RURAL,ESC. CRISTOBAL COLON,005-ELIXIR,352
01215,02-COLON,05-SABA,2-RURAL,ESC. CRISTOBAL COLON,005-ELIXIR,352
01216,02-COLON,05-SABA,2-RURAL,ESC. CRISTOBAL COLON,005-ELIXIR,352
01217,02-COLON,05-SABA,2-RURAL,ESC. CRISTOBAL COLON,005-ELIXIR,352
01218,02-COLON,05-SABA,2-RURAL,ESC. CRISTOBAL COLON,005-ELIXIR,352
01219,02-COLON,05-SABA,2-RURAL,ESC. CRISTOBAL COLON,005-ELIXIR,352
01220,02-COLON,05-SABA,2-RURAL,ESC. FRANCISCO J. MEJIA,006-ORICA,253
01221,02-COLON,05-SABA,2-RURAL,ESC. FRANCISCO J. MEJIA,006-ORICA,253
01222,02-COLON,05-SABA,2-RURAL,ESC. FRANCISCO J. MEJIA,006-ORICA,253
01223,02-COLON,05-SABA,2-RURAL,ESC. NUEVOS HORIZONTES,007-COL. NUEVA ESPERANZA,267
01224,02-COLON,05-SABA,2-RURAL,ESC. NUEVOS HORIZONTES,007-COL. NUEVA ESPERANZA,266
01225,02-COLON,05-SABA,2-RURAL,ESC. FAUSTO CASTILLO,008-COL. EL ESFUERZO,224
01226,02-COLON,05-SABA,2-RURAL,ESC. FAUSTO CASTILLO,008-COL. EL ESFUERZO,223
01227,02-COLON,05-SABA,2-RURAL,CEB. ROGELIO PINEDA NUÑEZ,009-BARRANCO CHELE,331
01228,02-COLON,05-SABA,2-RURAL,CEB. ROGELIO PINEDA NUÑEZ,009-BARRANCO CHELE,330
01229,02-COLON,05-SABA,2-RURAL,CEB. ROGELIO PINEDA NUÑEZ,009-BARRANCO CHELE,330
01230,02-COLON,05-SABA,2-RURAL,CEB VICTOR MANUEL ESTRADA,010-PAGUALES,303
01231,02-COLON,05-SABA,2-RURAL,CEB VICTOR MANUEL ESTRADA,010-PAGUALES,302
01232,02-COLON,05-SABA,2-RURAL,ESC. JOSE SANTOS GUARDIOLA,013-LAS GOLONDRINAS,352
01233,02-COLON,05-SABA,2-RURAL,ESC. JOSE SANTOS GUARDIOLA,013-LAS GOLONDRINAS,352
01234,02-COLON,05-SABA,2-RURAL,ESC. JOSE SANTOS GUARDIOLA,013-LAS GOLONDRINAS,352
01235,02-COLON,05-SABA,2-RURAL,ESC. JOSE TRINIDAD REYES,014-EL JAGUILLO MUERTO,265
01236,02-COLON,06-SANTA FE,2-RURAL,ESC. DIONISIO DE HERRERA,001-SANTA FE,356
01237,02-COLON,06-SANTA FE,2-RURAL,ESC. DIONISIO DE HERRERA,001-SANTA FE,356
01238,02-COLON,06-SANTA FE,2-RURAL,ESC. DIONISIO DE HERRERA,001-SANTA FE,356
01239,02-COLON,06-SANTA FE,2-RURAL,ESC. DIONISIO DE HERRERA,001-SANTA FE,355
01240,02-COLON,06-SANTA FE,2-RURAL,ESC. DIONISIO DE HERRERA,001-SANTA FE,355
01241,02-COLON,06-SANTA FE,2-RURAL,ESC. LUIS BERNARDES SATUYE,002-GUADALUPE,358
01242,02-COLON,06-SANTA FE,2-RURAL,ESC. LUIS BERNARDES SATUYE,002-GUADALUPE,357
01243,02-COLON,06-SANTA FE,2-RURAL,CEB EL PORVENIR,003-PLAN GRANDE,294
01244,02-COLON,06-SANTA FE,2-RURAL,ESC. JOSE CECILIO DEL VALLE,004-SAN ANTONIO,241
01245,02-COLON,06-SANTA FE,2-RURAL,ESC. JOSE CECILIO DEL VALLE,004-SAN ANTONIO,240
01246,02-COLON,06-SANTA FE,2-RURAL,ESC. MI TESORO,005-PUNTA BETULIA,292
01247,02-COLON,06-SANTA FE,2-RURAL,CEB ATENEA,006-QUINITO,291
01248,02-COLON,06-SANTA FE,2-RURAL,ESC. BLANCA KAWAS,007-EL MIRADOR,261
01249,02-COLON,06-SANTA FE,2-RURAL,CEB. NUEVO AMANECER,008-COL. SUYAPA,220
01250,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,JARDIN DE NIÑOS ISABEL GUILLEN DE DÍAZ,001-SANTA ROSA DE AGUAN,291
01251,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,JARDIN DE NIÑOS ISABEL GUILLEN DE DÍAZ,001-SANTA ROSA DE AGUAN,291
01252,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,JARDIN DE NIÑOS ISABEL GUILLEN DE DÍAZ,001-SANTA ROSA DE AGUAN,290
01253,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,ESC. LA AURORA,002-DOS BOCAS,311
01254,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,ESC. LA AURORA,002-DOS BOCAS,311
01255,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,ESC. LA AURORA,002-DOS BOCAS,311
01256,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,ESC. LA AURORA,002-DOS BOCAS,311
01257,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,ESC. LA AURORA,002-DOS BOCAS,311
01258,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,ESC. LA AURORA,002-DOS BOCAS,310
01259,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,JARDIN DE NIÑOS JOSE TRINIDAD CARCAMO,003-VUELTA GRANDE,272
01260,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,ESC. JOSE CECILIO DEL VALLE,004-BARRA DE AGUAN,234
01261,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,ESC. JOSE CECILIO DEL VALLE,004-BARRA DE AGUAN,233
01262,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,CEB 23 DE ABRIL,005-BRISAS DEL MAR,355
01263,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,CEB 23 DE ABRIL,005-BRISAS DEL MAR,355
01264,02-COLON,07-SANTA ROSA AGUAN,2-RURAL,CEB 23 DE ABRIL,005-BRISAS DEL MAR,354
01265,02-COLON,08-SONAGUERA,2-RURAL,INST. TÉCNICO OFICIAL 19 DE DICIEMBRE DE 1881,001-SONAGUERA,353
01266,02-COLON,08-SONAGUERA,2-RURAL,INST. TÉCNICO OFICIAL 19 DE DICIEMBRE DE 1881,001-SONAGUERA,353
01267,02-COLON,08-SONAGUERA,2-RURAL,INST. TÉCNICO OFICIAL 19 DE DICIEMBRE DE 1881,001-SONAGUERA,353
01268,02-COLON,08-SONAGUERA,2-RURAL,INST. TÉCNICO OFICIAL 19 DE DICIEMBRE DE 1881,001-SONAGUERA,353
01269,02-COLON,08-SONAGUERA,2-RURAL,INST. TÉCNICO OFICIAL 19 DE DICIEMBRE DE 1881,001-SONAGUERA,353
01270,02-COLON,08-SONAGUERA,2-RURAL,INST. TÉCNICO OFICIAL 19 DE DICIEMBRE DE 1881,001-SONAGUERA,353
01271,02-COLON,08-SONAGUERA,2-RURAL,INST. TÉCNICO OFICIAL 19 DE DICIEMBRE DE 1881,001-SONAGUERA,353
01272,02-COLON,08-SONAGUERA,2-RURAL,INST. TÉCNICO OFICIAL 19 DE DICIEMBRE DE 1881,001-SONAGUERA,353
01273,02-COLON,08-SONAGUERA,2-RURAL,INST. TÉCNICO OFICIAL 19 DE DICIEMBRE DE 1881,001-SONAGUERA,353
01274,02-COLON,08-SONAGUERA,2-RURAL,INST. TÉCNICO OFICIAL 19 DE DICIEMBRE DE 1881,001-SONAGUERA,353
01275,02-COLON,08-SONAGUERA,2-RURAL,INST. TÉCNICO OFICIAL 19 DE DICIEMBRE DE 1881,001-SONAGUERA,353
01276,02-COLON,08-SONAGUERA,2-RURAL,INST. TÉCNICO OFICIAL 19 DE DICIEMBRE DE 1881,001-SONAGUERA,353
