number,department,municipality,area,location,address,electoralLoad
08725,07-EL PARAISO,06-JACALEAPA,2-RURAL,ESC. MARCO AURELIO SOTO,002-LA CHORRERA,205
08726,07-EL PARAISO,06-JACALEAPA,2-RURAL,ESC. MARCO AURELIO SOTO,002-LA CHORRERA,205
08727,07-EL PARAISO,06-JACALEAPA,2-RURAL,ESC. ESPIRITU DEL SIGLO,003-LOMAS LIMPIAS,196
08728,07-EL PARAISO,06-JACALEAPA,2-RURAL,ESC. ESPIRITU DEL SIGLO,003-LOMAS LIMPIAS,195
08729,07-EL PARAISO,07-LIURE,2-RURAL,ESC. DIONISIO DE HERRERA,001-LIURE,334
08730,07-EL PARAISO,07-LIURE,2-RURAL,ESC. DIONISIO DE HERRERA,001-LIURE,333
08731,07-EL PARAISO,07-LIURE,2-RURAL,ESC. DIONISIO DE HERRERA,001-LIURE,333
08732,07-EL PARAISO,07-LIURE,2-RURAL,ESC. DIONISIO DE HERRERA,001-LIURE,333
08733,07-EL PARAISO,07-LIURE,2-RURAL,ESC. DIONISIO DE HERRERA,001-LIURE,333
08734,07-EL PARAISO,07-LIURE,2-RURAL,ESC. DIONISIO DE HERRERA,001-LIURE,333
08735,07-EL PARAISO,07-LIURE,2-RURAL,ESC. DIONISIO DE HERRERA,001-LIURE,333
08736,07-EL PARAISO,07-LIURE,2-RURAL,ESC. PRESENTACION CENTENO,002-LA CIDRA,208
08737,07-EL PARAISO,07-LIURE,2-RURAL,ESC. PRESENTACION CENTENO,002-LA CIDRA,207
08738,07-EL PARAISO,07-LIURE,2-RURAL,ESC. JULIO ROLANDO ALVAREZ,003-LAS TRES CEIBAS,264
08739,07-EL PARAISO,07-LIURE,2-RURAL,ESC. JULIO ROLANDO ALVAREZ,003-LAS TRES CEIBAS,264
08740,07-EL PARAISO,07-LIURE,2-RURAL,ESC. JULIO ROLANDO ALVAREZ,003-LAS TRES CEIBAS,263
08741,07-EL PARAISO,07-LIURE,2-RURAL,ESC. JOSE CECILIO DEL VALLE,004-LAS CAÑITAS,178
08742,07-EL PARAISO,07-LIURE,2-RURAL,ESC. FRANCISCO MORAZAN,005-EL POTRERO,188
08743,07-EL PARAISO,07-LIURE,2-RURAL,ESC. FRANCISCO MORAZAN,005-EL POTRERO,187
08744,07-EL PARAISO,07-LIURE,2-RURAL,CEB JOSÉ TRINIDAD REYES,006-SAN RAMON,250
08745,07-EL PARAISO,07-LIURE,2-RURAL,CEB JOSÉ TRINIDAD REYES,006-SAN RAMON,250
08746,07-EL PARAISO,07-LIURE,2-RURAL,CEB JOSÉ TRINIDAD REYES,006-SAN RAMON,250
08747,07-EL PARAISO,07-LIURE,2-RURAL,ESC. FRANCISCO MORAZÁN,007-EL TERRERO O TABLON,197
08748,07-EL PARAISO,07-LIURE,2-RURAL,ESC. JOSE TRINIDAD REYES,008-EL HATO VIEJO,325
08749,07-EL PARAISO,07-LIURE,2-RURAL,ESC. JOSE TRINIDAD REYES,008-EL HATO VIEJO,324
08750,07-EL PARAISO,07-LIURE,2-RURAL,ESC. JOSE TRINIDAD REYES,008-EL HATO VIEJO,324
08751,07-EL PARAISO,07-LIURE,2-RURAL,ESC. ALVARO CONTRERAS,009-EL POTRERITO,214
08752,07-EL PARAISO,07-LIURE,2-RURAL,ESC. ESTEBAN GUARDIOLA,010-EL OCOTILLO,241
08753,07-EL PARAISO,07-LIURE,2-RURAL,ESC. ESTEBAN GUARDIOLA,010-EL OCOTILLO,241
08754,07-EL PARAISO,07-LIURE,2-RURAL,ESC. VICENTE CACERES,011-PIEDRA CAMPANA,281
08755,07-EL PARAISO,07-LIURE,2-RURAL,ESC. VICENTE CACERES,011-PIEDRA CAMPANA,281
08756,07-EL PARAISO,07-LIURE,2-RURAL,ESC. VICENTE CACERES,011-PIEDRA CAMPANA,281
08757,07-EL PARAISO,07-LIURE,2-RURAL,ESC. SANTOS GUARDIOLA,012-QUEBRADA HONDA,226
08758,07-EL PARAISO,07-LIURE,2-RURAL,ESC. RODOLFO ROJAS,013-CHICHIMECO,244
08759,07-EL PARAISO,07-LIURE,2-RURAL,ESC. RODOLFO ROJAS,013-CHICHIMECO,244
08760,07-EL PARAISO,07-LIURE,2-RURAL,ESC. REPUBLICA DE ARGENTINA,014-QUEBRADA DE AGUA,222
08761,07-EL PARAISO,07-LIURE,2-RURAL,ESC. JOSE CECILIO DEL VALLE,015-SAMALAGUAIRE,256
08762,07-EL PARAISO,07-LIURE,2-RURAL,ESC. SIMON BOLIVAR,016-BOCUIRE,211
08763,07-EL PARAISO,07-LIURE,2-RURAL,ESC. SIMON BOLIVAR,016-BOCUIRE,210
08764,07-EL PARAISO,07-LIURE,2-RURAL,CEB RAMÓN ORTEGA,017-MONTE GRANDE,225
08765,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL MORAZAN,001-MOROCELI,354
08766,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL MORAZAN,001-MOROCELI,354
08767,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL MORAZAN,001-MOROCELI,354
08768,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL MORAZAN,001-MOROCELI,353
08769,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL MORAZAN,001-MOROCELI,353
08770,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL MORAZAN,001-MOROCELI,353
08771,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL MORAZAN,001-MOROCELI,353
08772,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL MORAZAN,001-MOROCELI,353
08773,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL MORAZAN,001-MOROCELI,353
08774,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL MORAZAN,001-MOROCELI,353
08775,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL MORAZAN,001-MOROCELI,353
08776,07-EL PARAISO,08-MOROCELI,2-RURAL,CEB. FRANCISCO MORAZAN,002-BUENA VISTA,317
08777,07-EL PARAISO,08-MOROCELI,2-RURAL,CEB. FRANCISCO MORAZAN,002-BUENA VISTA,316
08778,07-EL PARAISO,08-MOROCELI,2-RURAL,CEB. FRANCISCO MORAZAN,002-BUENA VISTA,316
08779,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. JOSE CECILIO DEL VALLE,003-EL LLANO,203
08780,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. JOSE CECILIO DEL VALLE,003-EL LLANO,202
08781,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. LA REDENCION,004-EL SUYATE,287
08782,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. LA REDENCION,004-EL SUYATE,287
08783,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. LA REDENCION,004-EL SUYATE,287
08784,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. JOSE CECILIO DEL VALLE,005-GUADALAJARA,352
08785,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. JOSE CECILIO DEL VALLE,005-GUADALAJARA,352
08786,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. JOSE CECILIO DEL VALLE,005-GUADALAJARA,352
08787,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. JOSE CECILIO DEL VALLE,005-GUADALAJARA,352
08788,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL PAZ BARAHONA,006-HOYA GRANDE,304
08789,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL PAZ BARAHONA,006-HOYA GRANDE,304
08790,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. MIGUEL PAZ BARAHONA,006-HOYA GRANDE,303
08791,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. REPUBLICA DE CUBA,007-LOS LIMONES,331
08792,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. REPUBLICA DE CUBA,007-LOS LIMONES,331
08793,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. REPUBLICA DE CUBA,007-LOS LIMONES,330
08794,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. REPUBLICA DE HONDURAS,008-MATA DE PLATANO,198
08795,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. REPUBLICA DE HONDURAS,008-MATA DE PLATANO,198
08796,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. ESTEBAN GUARDIOLA,009-EL CAMPO,196
08797,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. ESTEBAN GUARDIOLA,009-EL CAMPO,196
08798,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. JOSE MARTI,010-EL CHILE O QUEBRADA GRANDE,345
08799,07-EL PARAISO,08-MOROCELI,2-RURAL,ESC. JUAN RAMON MOLINA,011-BUENAS NOCHES,339
08800,07-EL PARAISO,08-MOROCELI,2-RURAL,ESCUELA REPUBLICA DE HONDURAS,012-EL CHAGUITE,164
08801,07-EL PARAISO,08-MOROCELI,2-RURAL,ESCUELA NUEVA ESPERANZA,013-NUEVA ESPERANZA,231
08802,07-EL PARAISO,08-MOROCELI,2-RURAL,ESCUELA NUEVA ESPERANZA,013-NUEVA ESPERANZA,230
08803,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. FRANCISCO MORAZAN,001-OROPOLI,323
08804,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. FRANCISCO MORAZAN,001-OROPOLI,323
08805,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. FRANCISCO MORAZAN,001-OROPOLI,323
08806,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. FRANCISCO MORAZAN,001-OROPOLI,323
08807,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. FRANCISCO MORAZAN,001-OROPOLI,323
08808,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. FRANCISCO MORAZAN,001-OROPOLI,322
08809,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. FRANCISCO MORAZAN,001-OROPOLI,322
08810,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. DIANA LORENA GAMERO,002-EL CAMPO O SAN JOSE,221
08811,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. DIANA LORENA GAMERO,002-EL CAMPO O SAN JOSE,221
08812,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. DIONISIO DE HERRERA,003-CHAGUITE GRANDE,327
08813,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. LUIS LANDA,004-EL BARRO,300
08814,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. LUIS LANDA,004-EL BARRO,300
08815,07-EL PARAISO,09-OROPOLI,2-RURAL,CEB JOSÉ TRINIDAD CABAÑAS,005-EL CORRALITO,247
08816,07-EL PARAISO,09-OROPOLI,2-RURAL,CEB JOSÉ TRINIDAD CABAÑAS,005-EL CORRALITO,247
08817,07-EL PARAISO,09-OROPOLI,2-RURAL,CEB JOSÉ CECILIO DEL VALLE,006-LA MESA,349
08818,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. ALFONSO GUILLEN ZELAYA,007-EL ZAPOTE,274
08819,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. ESTEBAN GUARDIOLA,008-LAS CRUCITAS,241
08820,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. ESTEBAN GUARDIOLA,008-LAS CRUCITAS,240
08821,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. LA IGUALDAD,009-EL JICARO,198
08822,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. DIONISIO DE HERRERA,010-SAMAYARE,180
08823,07-EL PARAISO,09-OROPOLI,2-RURAL,ESC. MANUEL BONILLA,011-OREALI,154
08824,07-EL PARAISO,10-POTRERILLOS,2-RURAL,CEB. MARCO AURELIO SOTO,001-POTRERILLOS,223
08825,07-EL PARAISO,10-POTRERILLOS,2-RURAL,ESC. ROBERTO SUAZO CORDOVA,002-EL ZURZULAR,327
08826,07-EL PARAISO,10-POTRERILLOS,2-RURAL,ESC. ROBERTO SUAZO CORDOVA,002-EL ZURZULAR,326
08827,07-EL PARAISO,10-POTRERILLOS,2-RURAL,CEB. ALFONSO GUILLEN ZELAYA,003-LAS CRUCITAS,249
08828,07-EL PARAISO,10-POTRERILLOS,2-RURAL,CEB. ALFONSO GUILLEN ZELAYA,003-LAS CRUCITAS,248
08829,07-EL PARAISO,10-POTRERILLOS,2-RURAL,CEB. ALFONSO GUILLEN ZELAYA,003-LAS CRUCITAS,248
08830,07-EL PARAISO,10-POTRERILLOS,2-RURAL,ESC. JOSE SANTOS GUARDIOLA,004-POTRERO GRANDE,239
08831,07-EL PARAISO,10-POTRERILLOS,2-RURAL,ESC. JOSE SANTOS GUARDIOLA,004-POTRERO GRANDE,239
08832,07-EL PARAISO,10-POTRERILLOS,2-RURAL,ESC. JOSE TRINIDAD CABAÑAS,005-SABANA REDONDA,233
08833,07-EL PARAISO,10-POTRERILLOS,2-RURAL,ESC. JOSE TRINIDAD CABAÑAS,005-SABANA REDONDA,232
08834,07-EL PARAISO,10-POTRERILLOS,2-RURAL,ESC. 28 DE SEPTIEMBRE,006-LAS DELICIAS,223
08835,07-EL PARAISO,10-POTRERILLOS,2-RURAL,ESC. 28 DE SEPTIEMBRE,006-LAS DELICIAS,222
08836,07-EL PARAISO,10-POTRERILLOS,2-RURAL,ESC. FRANCISCO MORAZAN,007-LOMANILLOS,346
08837,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,ESC. JOSE TRINIDAD CABAÑAS,001-SAN ANTONIO DE FLORES,296
08838,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,ESC. JOSE TRINIDAD CABAÑAS,001-SAN ANTONIO DE FLORES,295
08839,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,ESC. JOSE TRINIDAD CABAÑAS,001-SAN ANTONIO DE FLORES,295
08840,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,ESC. JOSE TRINIDAD CABAÑAS,001-SAN ANTONIO DE FLORES,295
08841,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,ESC. NORMA REGINA DE CALLEJAS,002-CACALA,360
08842,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,ESC. NORMA REGINA DE CALLEJAS,002-CACALA,360
08843,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,CEB DOCTOR RAMÓN ROSA,003-COMUNIDAD,312
08844,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,CEB DOCTOR RAMÓN ROSA,003-COMUNIDAD,311
08845,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,ESC. PROGRESO DE ORIENTE,004-LLANO GRANDE,299
08846,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,ESC. PROGRESO DE ORIENTE,004-LLANO GRANDE,298
08847,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,CEB. JOSÉ CECILIO DEL VALLE,005-MANDASTA,369
08848,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,CEB. JOSÉ CECILIO DEL VALLE,005-MANDASTA,369
08849,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,CEB. JOSÉ CECILIO DEL VALLE,005-MANDASTA,369
08850,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,ESC. NUEVA ESPERANZA,006-EL CHAGUITE,196
08851,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,ESC. NUEVA ESPERANZA,006-EL CHAGUITE,195
08852,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,ESC. FRANCISCO MORAZAN,007-QUEBRADA GRANDE,189
08853,07-EL PARAISO,11-SAN ANTONIO DE FLORES,2-RURAL,ESC. FRANCISCO MORAZAN,007-QUEBRADA GRANDE,188
08854,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. PEDRO NUFIO,001-SAN LUCAS,321
08855,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. PEDRO NUFIO,001-SAN LUCAS,321
08856,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. PEDRO NUFIO,001-SAN LUCAS,321
08857,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. PEDRO NUFIO,001-SAN LUCAS,321
08858,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. PEDRO NUFIO,001-SAN LUCAS,321
08859,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. PEDRO NUFIO,001-SAN LUCAS,320
08860,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. FRANCISCO MORAZAN,002-CANDELARIA,273
08861,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. FRANCISCO MORAZAN,002-CANDELARIA,273
08862,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. LUIS LANDA,003-JUNACATAL,227
08863,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. JOSE CECILIO DEL VALLE,004-LA MONTAÑITA,337
08864,07-EL PARAISO,12-SAN LUCAS,2-RURAL,CEB JUAN LINDO,005-LOS QUEBRACHOS,351
08865,07-EL PARAISO,12-SAN LUCAS,2-RURAL,CEB JUAN LINDO,005-LOS QUEBRACHOS,350
08866,07-EL PARAISO,12-SAN LUCAS,2-RURAL,CEB JUAN LINDO,005-LOS QUEBRACHOS,350
08867,07-EL PARAISO,12-SAN LUCAS,2-RURAL,CEB ALVARO CONTRERAS,006-NAVIJUPE,360
08868,07-EL PARAISO,12-SAN LUCAS,2-RURAL,CEB ALVARO CONTRERAS,006-NAVIJUPE,359
08869,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. JOSE CECILIO DEL VALLE,007-BUENA VISTA No. 1,198
08870,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. JOSE CECILIO DEL VALLE,007-BUENA VISTA No. 1,197
08871,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. ROBERTO SUAZO CORDOVA,008-LA MONTAÑA,270
08872,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. 15 DE SEPTIEMBRE,009-APALIPI,213
08873,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. LA INDEPENDENCIA,010-LA REINA,312
08874,07-EL PARAISO,12-SAN LUCAS,2-RURAL,ESC. JOSE TRINIDAD CABAÑAS,011-MACTUCA ABAJO,165
08875,07-EL PARAISO,13-SAN MATIAS,2-RURAL,ESC. MIGUEL PAZ BARAHONA,001-SAN MATIAS,360
08876,07-EL PARAISO,13-SAN MATIAS,2-RURAL,ESC. MIGUEL PAZ BARAHONA,001-SAN MATIAS,360
08877,07-EL PARAISO,13-SAN MATIAS,2-RURAL,ESC. MIGUEL PAZ BARAHONA,001-SAN MATIAS,360
08878,07-EL PARAISO,13-SAN MATIAS,2-RURAL,ESC. MIGUEL PAZ BARAHONA,001-SAN MATIAS,360
08879,07-EL PARAISO,13-SAN MATIAS,2-RURAL,CEB. ALVARO CONTRERAS,002-EL ROBLEDAL,294
08880,07-EL PARAISO,13-SAN MATIAS,2-RURAL,CEB. ALVARO CONTRERAS,002-EL ROBLEDAL,293
08881,07-EL PARAISO,13-SAN MATIAS,2-RURAL,CEB. ALVARO CONTRERAS,002-EL ROBLEDAL,293
08882,07-EL PARAISO,13-SAN MATIAS,2-RURAL,CEB. REPUBLICA DE VENEZUELA,003-EL ESPINITO,249
08883,07-EL PARAISO,13-SAN MATIAS,2-RURAL,CEB. REPUBLICA DE VENEZUELA,003-EL ESPINITO,249
08884,07-EL PARAISO,13-SAN MATIAS,2-RURAL,ESC. FRANCISCO MORAZAN,004-EL GUAYACAN,203
08885,07-EL PARAISO,13-SAN MATIAS,2-RURAL,ESC. FRANCISCO MORAZAN,004-EL GUAYACAN,202
08886,07-EL PARAISO,13-SAN MATIAS,2-RURAL,ESC. ESTEBAN GUARDIOLA,005-LA CONCEPCION,265
08887,07-EL PARAISO,13-SAN MATIAS,2-RURAL,ESC. ESTEBAN GUARDIOLA,005-LA CONCEPCION,264
08888,07-EL PARAISO,13-SAN MATIAS,2-RURAL,ESC. JUAN RAMÓN MOLINA,006-LAS TUNAS,237
08889,07-EL PARAISO,13-SAN MATIAS,2-RURAL,ESC. JUAN RAMÓN MOLINA,006-LAS TUNAS,237
08890,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. FROYLAN TURCIOS,001-SOLEDAD,360
08891,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. FROYLAN TURCIOS,001-SOLEDAD,359
08892,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. FROYLAN TURCIOS,001-SOLEDAD,359
08893,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. FROYLAN TURCIOS,001-SOLEDAD,359
08894,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. FRANCISCO MORAZAN,002-EL HACHERO,232
08895,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. FRANCISCO MORAZAN,002-EL HACHERO,232
08896,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. JOSE CECILIO DEL VALLE,003-EL RODEO,308
08897,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. JOSE CECILIO DEL VALLE,003-EL RODEO,308
08898,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. DR., ROBERTO SUAZO CÓRDOBA,004-EL GUAJINIQUIL,197
08899,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. JOSE CECILIO DEL VALLE,005-EL VICTORIANO,309
08900,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. RAMON ROSA,006-EL RODEITO,224
08901,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. RAMON ROSA,006-EL RODEITO,223
08902,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. PEDRO NUFIO,007-EL TEJAR,347
08903,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. PEDRO NUFIO,007-EL TEJAR,347
08904,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. POLICARPO BONILLA,008-SAN MARCOS,331
08905,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. POLICARPO BONILLA,008-SAN MARCOS,331
08906,07-EL PARAISO,14-SOLEDAD,2-RURAL,CEB CRISTOBAL COLÓN,009-SANTO DOMINGO,294
08907,07-EL PARAISO,14-SOLEDAD,2-RURAL,CEB CRISTOBAL COLÓN,009-SANTO DOMINGO,294
08908,07-EL PARAISO,14-SOLEDAD,2-RURAL,CEB CRISTOBAL COLÓN,009-SANTO DOMINGO,294
08909,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. REPUBLICA DEL PERU,010-EL TAPIADO,242
08910,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. REPUBLICA DEL BRASIL,011-LAS FLORES,191
08911,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. REPUBLICA DEL BRASIL,011-LAS FLORES,190
08912,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. JOSE TRINIDAD REYES,012-EL PORTILLO BLANCO,237
08913,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. LEMPIRA,013-LAS MARIAS,325
08914,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. LEMPIRA,013-LAS MARIAS,325
08915,07-EL PARAISO,14-SOLEDAD,2-RURAL,CEB MONSEÑOR ERNESTO FIALLOS,014-EL NARANJO,275
08916,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. FELICITO MENDEZ,015-EL HATILLO,205
08917,07-EL PARAISO,14-SOLEDAD,2-RURAL,ESC. FELICITO MENDEZ,015-EL HATILLO,204
08918,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,356
08919,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,356
08920,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,356
08921,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,356
08922,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,356
08923,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,356
08924,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,356
08925,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,356
08926,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,356
08927,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,355
08928,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,355
08929,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,355
08930,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,355
08931,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,355
08932,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,355
08933,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,001-TEUPASENTI,355
08934,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB DIONISIO DE HERRERA,002-BAÑADEROS,316
08935,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB DIONISIO DE HERRERA,002-BAÑADEROS,315
08936,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB ALFONZO GUILLEN ZELAYA,003-EL CANTON,319
08937,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB FELIX SALGADO,005-EL OCOTAL,325
08938,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB FELIX SALGADO,005-EL OCOTAL,325
08939,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB FELIX SALGADO,005-EL OCOTAL,325
08940,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB FELIX SALGADO,005-EL OCOTAL,325
08941,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB FELIX SALGADO,005-EL OCOTAL,324
08942,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB FELIX SALGADO,005-EL OCOTAL,324
08943,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB FELIX SALGADO,005-EL OCOTAL,324
08944,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. JOSE CECILIO DEL VALLE,006-EL RIITO No. 1,315
08945,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB. FRANCISCO MORAZAN,007-LA GRANJA,369
08946,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB. FRANCISCO MORAZAN,007-LA GRANJA,368
08947,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB PRESENTACIÓN CENTENO,008-EL RODEO,338
08948,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB PRESENTACIÓN CENTENO,008-EL RODEO,338
08949,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB PRESENTACIÓN CENTENO,008-EL RODEO,337
