number,department,municipality,area,location,address,electoralLoad
00001,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00002,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00003,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00004,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00005,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00006,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00007,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00008,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00009,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00010,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00011,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00012,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00013,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00014,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00015,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00016,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00017,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,301
00018,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO EVANGELICO BETHEL,001-BO. LA ISLA,300
00019,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. ATENEA,006-BO. EL CENTRO,333
00020,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. ATENEA,006-BO. EL CENTRO,333
00021,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. ATENEA,006-BO. EL CENTRO,333
00022,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. ATENEA,006-BO. EL CENTRO,333
00023,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. AGUSTO C. COELLO,007-BO. INGLES,278
00024,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. AGUSTO C. COELLO,007-BO. INGLES,278
00025,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. AGUSTO C. COELLO,007-BO. INGLES,278
00026,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. AGUSTO C. COELLO,007-BO. INGLES,277
00027,01-ATLANTIDA,01-LA CEIBA,1-URBANA,GUARDERIA INFANTIL,008-BO. EL IMAN,264
00028,01-ATLANTIDA,01-LA CEIBA,1-URBANA,GUARDERIA INFANTIL,008-BO. EL IMAN,264
00029,01-ATLANTIDA,01-LA CEIBA,1-URBANA,GUARDERIA INFANTIL,008-BO. EL IMAN,264
00030,01-ATLANTIDA,01-LA CEIBA,1-URBANA,GUARDERIA INFANTIL,008-BO. EL IMAN,264
00031,01-ATLANTIDA,01-LA CEIBA,1-URBANA,JARDIN DE NIÑOS CLARA DE BARTON,010-BO. EL HIGUERITO,253
00032,01-ATLANTIDA,01-LA CEIBA,1-URBANA,JARDIN DE NIÑOS CLARA DE BARTON,010-BO. EL HIGUERITO,253
00033,01-ATLANTIDA,01-LA CEIBA,1-URBANA,LOCAL COLEGIO DE ABOGADOS,011-COL. LOS MAESTROS O 17 DE SEPTIEMBRE,276
00034,01-ATLANTIDA,01-LA CEIBA,1-URBANA,LOCAL COLEGIO DE ABOGADOS,011-COL. LOS MAESTROS O 17 DE SEPTIEMBRE,276
00035,01-ATLANTIDA,01-LA CEIBA,1-URBANA,LOCAL COLEGIO DE ABOGADOS,011-COL. LOS MAESTROS O 17 DE SEPTIEMBRE,276
00036,01-ATLANTIDA,01-LA CEIBA,1-URBANA,LOCAL COLEGIO DE ABOGADOS,011-COL. LOS MAESTROS O 17 DE SEPTIEMBRE,276
00037,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JUAN MANUEL GALVEZ,012-BO. BUENOS AIRES,290
00038,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JUAN MANUEL GALVEZ,012-BO. BUENOS AIRES,290
00039,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JUAN MANUEL GALVEZ,012-BO. BUENOS AIRES,290
00040,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JUAN MANUEL GALVEZ,012-BO. BUENOS AIRES,289
00041,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JUAN MANUEL GALVEZ,012-BO. BUENOS AIRES,289
00042,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAMON QUINTANILLA JACOME,015-COL. LA ALHAMBRA,264
00043,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAMON QUINTANILLA JACOME,015-COL. LA ALHAMBRA,263
00044,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAMON QUINTANILLA JACOME,015-COL. LA ALHAMBRA,263
00045,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAFAELA H. RODRIGUEZ,016-COL. MIRAMAR,299
00046,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAFAELA H. RODRIGUEZ,016-COL. MIRAMAR,299
00047,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAFAELA H. RODRIGUEZ,016-COL. MIRAMAR,299
00048,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAFAELA H. RODRIGUEZ,016-COL. MIRAMAR,299
00049,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAFAELA H. RODRIGUEZ,016-COL. MIRAMAR,298
00050,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAFAELA H. RODRIGUEZ,016-COL. MIRAMAR,298
00051,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAFAELA H. RODRIGUEZ,016-COL. MIRAMAR,298
00052,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAFAELA H. RODRIGUEZ,016-COL. MIRAMAR,298
00053,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAFAELA H. RODRIGUEZ,016-COL. MIRAMAR,298
00054,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAFAELA H. RODRIGUEZ,016-COL. MIRAMAR,298
00055,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAFAELA H. RODRIGUEZ,016-COL. MIRAMAR,298
00056,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. RAFAELA H. RODRIGUEZ,016-COL. MIRAMAR,298
00057,01-ATLANTIDA,01-LA CEIBA,1-URBANA,JN JUAN MANUEL MORA DURON,017-COL. ESQUIPULAS O LA CULATA,154
00058,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INSTITUTO OFICIAL LA CEIBA,018-COL. SITRAMACSA,270
00059,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INSTITUTO OFICIAL LA CEIBA,018-COL. SITRAMACSA,270
00060,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INSTITUTO OFICIAL LA CEIBA,018-COL. SITRAMACSA,270
00061,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB GUSTAVO A. CASTAÑEDA,019-BO. MEJIA,325
00062,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB GUSTAVO A. CASTAÑEDA,019-BO. MEJIA,324
00063,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB GUSTAVO A. CASTAÑEDA,019-BO. MEJIA,324
00064,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB GUSTAVO A. CASTAÑEDA,019-BO. MEJIA,324
00065,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB GUSTAVO A. CASTAÑEDA,019-BO. MEJIA,324
00066,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB GUSTAVO A. CASTAÑEDA,019-BO. MEJIA,324
00067,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO DE RECURSO PARA LA INCLUSIÓN EDUCATIVA,020-BO. INDEPENDENCIA,296
00068,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO DE RECURSO PARA LA INCLUSIÓN EDUCATIVA,020-BO. INDEPENDENCIA,295
00069,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO DE RECURSO PARA LA INCLUSIÓN EDUCATIVA,020-BO. INDEPENDENCIA,295
00070,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CENTRO DE RECURSO PARA LA INCLUSIÓN EDUCATIVA,020-BO. INDEPENDENCIA,295
00071,01-ATLANTIDA,01-LA CEIBA,1-URBANA,JARDIN DE NIÑOS ALFONZO GUILLEN ZELAYA,021-BO. SOLARES NUEVOS,301
00072,01-ATLANTIDA,01-LA CEIBA,1-URBANA,JARDIN DE NIÑOS ALFONZO GUILLEN ZELAYA,021-BO. SOLARES NUEVOS,301
00073,01-ATLANTIDA,01-LA CEIBA,1-URBANA,JARDIN DE NIÑOS ALFONZO GUILLEN ZELAYA,021-BO. SOLARES NUEVOS,300
00074,01-ATLANTIDA,01-LA CEIBA,1-URBANA,JARDIN DE NIÑOS ALFONZO GUILLEN ZELAYA,021-BO. SOLARES NUEVOS,300
00075,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JOSE TRINIDAD CABAÑAS,022-BO. ALVARADO,287
00076,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JOSE TRINIDAD CABAÑAS,022-BO. ALVARADO,287
00077,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JOSE TRINIDAD CABAÑAS,022-BO. ALVARADO,287
00078,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JOSE TRINIDAD CABAÑAS,022-BO. ALVARADO,287
00079,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JOSE TRINIDAD CABAÑAS,022-BO. ALVARADO,287
00080,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JOSE TRINIDAD CABAÑAS,022-BO. ALVARADO,287
00081,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JOSE TRINIDAD CABAÑAS,022-BO. ALVARADO,287
00082,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JOSE TRINIDAD CABAÑAS,022-BO. ALVARADO,286
00083,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JOSE TRINIDAD CABAÑAS,022-BO. ALVARADO,286
00084,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JOSE TRINIDAD CABAÑAS,022-BO. ALVARADO,286
00085,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. JOSE TRINIDAD CABAÑAS,022-BO. ALVARADO,286
00086,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB JOSE CECIIO DEL VALLE,023-BO. BELLA VISTA,287
00087,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB JOSE CECIIO DEL VALLE,023-BO. BELLA VISTA,287
00088,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB JOSE CECIIO DEL VALLE,023-BO. BELLA VISTA,287
00089,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB JOSE CECIIO DEL VALLE,023-BO. BELLA VISTA,287
00090,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB JOSE CECIIO DEL VALLE,023-BO. BELLA VISTA,287
00091,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB JOSE CECIIO DEL VALLE,023-BO. BELLA VISTA,287
00092,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB JOSE CECIIO DEL VALLE,023-BO. BELLA VISTA,287
00093,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB JOSE CECIIO DEL VALLE,023-BO. BELLA VISTA,286
00094,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB JOSE CECIIO DEL VALLE,023-BO. BELLA VISTA,286
00095,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. MANUEL BONILLA,024-COL. EL SAUCE,277
00096,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. MANUEL BONILLA,024-COL. EL SAUCE,276
00097,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. MANUEL BONILLA,024-COL. EL SAUCE,276
00098,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. MANUEL BONILLA,024-COL. EL SAUCE,276
00099,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. MANUEL BONILLA,024-COL. EL SAUCE,276
00100,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. MANUEL BONILLA,024-COL. EL SAUCE,276
00101,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. MARCO ANTONIO PONCE,026-COL. LAS MERCEDES,300
00102,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. MARCO ANTONIO PONCE,026-COL. LAS MERCEDES,299
00103,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. MARCO ANTONIO PONCE,026-COL. LAS MERCEDES,299
00104,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. MARCO ANTONIO PONCE,026-COL. LAS MERCEDES,299
00105,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. MARCO ANTONIO PONCE,026-COL. LAS MERCEDES,299
00106,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,293
00107,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,293
00108,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,293
00109,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,293
00110,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,292
00111,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,292
00112,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,292
00113,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,292
00114,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,292
00115,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,292
00116,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,292
00117,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,292
00118,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,292
00119,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,292
00120,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,292
00121,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB RAFAEL  PINEDA PONCE,028-COL. SUYAPA,292
00122,01-ATLANTIDA,01-LA CEIBA,1-URBANA,GIMNASIO JOSE SIMON AZCONA,029-COL. TORONJAL,333
00123,01-ATLANTIDA,01-LA CEIBA,1-URBANA,GIMNASIO JOSE SIMON AZCONA,029-COL. TORONJAL,332
00124,01-ATLANTIDA,01-LA CEIBA,1-URBANA,GIMNASIO JOSE SIMON AZCONA,029-COL. TORONJAL,332
00125,01-ATLANTIDA,01-LA CEIBA,1-URBANA,GIMNASIO JOSE SIMON AZCONA,029-COL. TORONJAL,332
00126,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. REPUBLICA DEL JAPON,030-COL. KAWAS O LA FLORIDA,288
00127,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. REPUBLICA DEL JAPON,030-COL. KAWAS O LA FLORIDA,287
00128,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. REPUBLICA DEL JAPON,030-COL. KAWAS O LA FLORIDA,287
00129,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. REPUBLICA DEL JAPON,030-COL. KAWAS O LA FLORIDA,287
00130,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. REPUBLICA DEL JAPON,030-COL. KAWAS O LA FLORIDA,287
00131,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. REPUBLICA DEL JAPON,030-COL. KAWAS O LA FLORIDA,287
00132,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. REPUBLICA DEL JAPON,030-COL. KAWAS O LA FLORIDA,287
00133,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. REPUBLICA DEL JAPON,030-COL. KAWAS O LA FLORIDA,287
00134,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. LEMPIRA,031-BO. SIERRA PINA,289
00135,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. LEMPIRA,031-BO. SIERRA PINA,289
00136,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. LEMPIRA,031-BO. SIERRA PINA,288
00137,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. LEMPIRA,031-BO. SIERRA PINA,288
00138,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. LEMPIRA,031-BO. SIERRA PINA,288
00139,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. LEMPIRA,031-BO. SIERRA PINA,288
00140,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. LEMPIRA,031-BO. SIERRA PINA,288
00141,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. LEMPIRA,031-BO. SIERRA PINA,288
00142,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. LEMPIRA,031-BO. SIERRA PINA,288
00143,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. LEMPIRA,031-BO. SIERRA PINA,288
00144,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. LEMPIRA,031-BO. SIERRA PINA,288
00145,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00146,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00147,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00148,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00149,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00150,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00151,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00152,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00153,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00154,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00155,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00156,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00157,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00158,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00159,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00160,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00161,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,299
00162,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,298
00163,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,298
00164,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,298
00165,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,298
00166,01-ATLANTIDA,01-LA CEIBA,1-URBANA,INST. JUAN PINEDA CARIAS,033-COL. PIZATTY,298
00167,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. 10 DE SEPTIEMBRE,034-COL. LA PRADERA,279
00168,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. 10 DE SEPTIEMBRE,034-COL. LA PRADERA,279
00169,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. 10 DE SEPTIEMBRE,034-COL. LA PRADERA,279
00170,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. 10 DE SEPTIEMBRE,034-COL. LA PRADERA,279
00171,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. 10 DE SEPTIEMBRE,034-COL. LA PRADERA,279
00172,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. 10 DE SEPTIEMBRE,034-COL. LA PRADERA,279
00173,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. 10 DE SEPTIEMBRE,034-COL. LA PRADERA,279
00174,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. EVA BERTOT DE MAZIER,035-COL. CASA BLANCA,283
00175,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. EVA BERTOT DE MAZIER,035-COL. CASA BLANCA,283
00176,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. EVA BERTOT DE MAZIER,035-COL. CASA BLANCA,282
00177,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. EVA BERTOT DE MAZIER,035-COL. CASA BLANCA,282
00178,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. EVA BERTOT DE MAZIER,035-COL. CASA BLANCA,282
00179,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. EVA BERTOT DE MAZIER,035-COL. CASA BLANCA,282
00180,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,297
00181,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,297
00182,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,297
00183,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,297
00184,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,297
00185,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,297
00186,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,297
00187,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,297
00188,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00189,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00190,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00191,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00192,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00193,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00194,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00195,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00196,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00197,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00198,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00199,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00200,01-ATLANTIDA,01-LA CEIBA,1-URBANA,CEB CLAUDIO BARRERA,036-COL. SAN JUDAS TADEO,296
00201,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. POLICARPO PAZ GARCIA,040-COL. MELGAR CASTRO No. 2,297
00202,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. POLICARPO PAZ GARCIA,040-COL. MELGAR CASTRO No. 2,297
00203,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. POLICARPO PAZ GARCIA,040-COL. MELGAR CASTRO No. 2,297
00204,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. POLICARPO PAZ GARCIA,040-COL. MELGAR CASTRO No. 2,297
00205,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. POLICARPO PAZ GARCIA,040-COL. MELGAR CASTRO No. 2,297
00206,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. POLICARPO PAZ GARCIA,040-COL. MELGAR CASTRO No. 2,297
00207,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. POLICARPO PAZ GARCIA,040-COL. MELGAR CASTRO No. 2,297
00208,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. POLICARPO PAZ GARCIA,040-COL. MELGAR CASTRO No. 2,297
00209,01-ATLANTIDA,01-LA CEIBA,1-URBANA,ESC. POLICARPO PAZ GARCIA,040-COL. MELGAR CASTRO No. 2,296
