number,department,municipality,area,location,address,electoralLoad
08557,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB LUÍS BOGRÁN,010-LA CEBADILLA,275
08558,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB LUÍS BOGRÁN,010-LA CEBADILLA,275
08559,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB LUÍS BOGRÁN,010-LA CEBADILLA,275
08560,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,011-PEDRIOS,268
08561,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,011-PEDRIOS,268
08562,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,011-PEDRIOS,268
08563,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB PEDRO NUFIO,012-SAN ISIDRO,247
08564,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB PEDRO NUFIO,012-SAN ISIDRO,246
08565,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB PEDRO NUFIO,012-SAN ISIDRO,246
08566,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. JOSE SIMON AZCONA,013-SANTA CRUZ,233
08567,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. JOSE SIMON AZCONA,013-SANTA CRUZ,232
08568,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB DIONISIO DE HERRERA,014-SANTA ROSA No. 1,286
08569,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB DIONISIO DE HERRERA,014-SANTA ROSA No. 1,286
08570,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB DIONISIO DE HERRERA,014-SANTA ROSA No. 1,286
08571,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB DIONISIO DE HERRERA,014-SANTA ROSA No. 1,286
08572,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. SUPERACION,015-SANTA ROSA No. 2,333
08573,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. SUPERACION,015-SANTA ROSA No. 2,332
08574,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. VICENTE CACERES,016-EL ENCINO,280
08575,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. VICENTE CACERES,016-EL ENCINO,280
08576,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. RAMON ROSA,018-LOS PLANCITOS,312
08577,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. RAMON ROSA,018-LOS PLANCITOS,312
08578,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. RAMON ROSA,018-LOS PLANCITOS,312
08579,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. RAMON ROSA,018-LOS PLANCITOS,312
08580,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. LEMPIRA,019-PASO HONDO,357
08581,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. LEMPIRA,019-PASO HONDO,356
08582,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB CRISTOBAL COLÓN,020-EL SUYATAL,335
08583,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB CRISTOBAL COLÓN,020-EL SUYATAL,335
08584,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB CRISTOBAL COLÓN,020-EL SUYATAL,335
08585,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB EL PROGRESO,021-LAS DELICIAS,286
08586,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB FRANCISCO MORAZÁN,022-VALPARAISO,247
08587,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB FRANCISCO MORAZÁN,022-VALPARAISO,246
08588,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB 1ERO DE AGOSTO,023-LA UNION,277
08589,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB 1ERO DE AGOSTO,023-LA UNION,277
08590,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB JUAN LINDO,024-POTRERILLOS,332
08591,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB JUAN LINDO,024-POTRERILLOS,331
08592,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. REPUBLICA DE COSTA RICA,025-LAS CRUCITAS,196
08593,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. REPUBLICA DE COSTA RICA,025-LAS CRUCITAS,195
08594,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. RAMON MOLINA,026-SALADINO,184
08595,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. RAMON MOLINA,026-SALADINO,184
08596,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,027-EL JUTE,237
08597,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO MORAZAN,027-EL JUTE,236
08598,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB RAMÓN ROSA,028-LA ZACATERA,265
08599,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB RAMÓN ROSA,028-LA ZACATERA,265
08600,07-EL PARAISO,15-TEUPASENTI,2-RURAL,CEB RAMÓN ROSA,028-LA ZACATERA,264
08601,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. RAMON CARIAS DONAIRE,029-LA LAGUNA No. 2,228
08602,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. RAMON CARIAS DONAIRE,029-LA LAGUNA No. 2,227
08603,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. JOSE TRINIDAD CABAÑAS,030-LOS ENCINOS,254
08604,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. JOSE TRINIDAD CABAÑAS,030-LOS ENCINOS,254
08605,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. JOSE CECILIO DEL VALLE,031-EL CHILITO,223
08606,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. JOSE CECILIO DEL VALLE,031-EL CHILITO,223
08607,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. PEDRO NUFIO,032-SAN LORENZO,182
08608,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. PEDRO NUFIO,032-SAN LORENZO,181
08609,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. REPUBLICA DE HONDURAS,033-LAS CAÑITAS,250
08610,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO DUARTE R.,034-LAS FLORES,247
08611,07-EL PARAISO,15-TEUPASENTI,2-RURAL,ESC. FRANCISCO DUARTE R.,034-LAS FLORES,246
08612,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. TIBURCIO RODRIGUEZ,001-TEXIGUAT,324
08613,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. TIBURCIO RODRIGUEZ,001-TEXIGUAT,324
08614,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. TIBURCIO RODRIGUEZ,001-TEXIGUAT,324
08615,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. TIBURCIO RODRIGUEZ,001-TEXIGUAT,324
08616,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. TIBURCIO RODRIGUEZ,001-TEXIGUAT,324
08617,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. TIBURCIO RODRIGUEZ,001-TEXIGUAT,324
08618,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. RAUL ZALDIVAR,002-EL JOBAL,298
08619,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. RAUL ZALDIVAR,002-EL JOBAL,298
08620,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. RAUL ZALDIVAR,002-EL JOBAL,298
08621,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. RAUL ZALDIVAR,002-EL JOBAL,298
08622,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. DIONISIO DE HERRERA,003-YALDE,285
08623,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. DIONISIO DE HERRERA,003-YALDE,285
08624,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. LA ESPERANZA,004-EL HACHERO,318
08625,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. LA ESPERANZA,004-EL HACHERO,318
08626,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. FRANCISCO MORAZAN,005-EL CARBONAL,302
08627,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. JUAN RAMON MOLINA,006-SAN ANDRES,323
08628,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. JUAN RAMON MOLINA,006-SAN ANDRES,322
08629,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. JUAN LINDO,007-SANTA LUCIA,246
08630,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. JUAN LINDO,007-SANTA LUCIA,246
08631,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. JUAN LINDO,007-SANTA LUCIA,245
08632,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. JOSE CECILIO DEL VALLE,008-PLAN GRANDE,273
08633,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. EL PROGRESO,009-EL CIRUELO,199
08634,07-EL PARAISO,16-TEXIGUAT,2-RURAL,ESC. EL PROGRESO,009-EL CIRUELO,199
08635,07-EL PARAISO,17-VADO ANCHO,2-RURAL,ESC. TIBURCIO RODRIGUEZ,001-VADO ANCHO,299
08636,07-EL PARAISO,17-VADO ANCHO,2-RURAL,ESC. TIBURCIO RODRIGUEZ,001-VADO ANCHO,299
08637,07-EL PARAISO,17-VADO ANCHO,2-RURAL,ESC. TIBURCIO RODRIGUEZ,001-VADO ANCHO,298
08638,07-EL PARAISO,17-VADO ANCHO,2-RURAL,ESC. RAMON ORTEGA,002-APAUSUPO,328
08639,07-EL PARAISO,17-VADO ANCHO,2-RURAL,ESC. RAMON ORTEGA,002-APAUSUPO,328
08640,07-EL PARAISO,17-VADO ANCHO,2-RURAL,ESC. MANUEL BONILLA,003-TOLOBRE,288
08641,07-EL PARAISO,17-VADO ANCHO,2-RURAL,ESC. MANUEL BONILLA,003-TOLOBRE,287
08642,07-EL PARAISO,17-VADO ANCHO,2-RURAL,ESC. FROYLAN TURCIOS,004-SAN JOSE,208
08643,07-EL PARAISO,17-VADO ANCHO,2-RURAL,ESC. FROYLAN TURCIOS,004-SAN JOSE,208
08644,07-EL PARAISO,17-VADO ANCHO,2-RURAL,ESC. FRANCISCO MORAZAN,005-LA RINCONADA O CERRO LARE,226
08645,07-EL PARAISO,17-VADO ANCHO,2-RURAL,ESC. FRANCISCO MORAZAN,005-LA RINCONADA O CERRO LARE,226
08646,07-EL PARAISO,18-YAUYUPE,2-RURAL,ESC. ADAN CANALES,001-YAUYUPE,267
08647,07-EL PARAISO,18-YAUYUPE,2-RURAL,ESC. ADAN CANALES,001-YAUYUPE,266
08648,07-EL PARAISO,18-YAUYUPE,2-RURAL,ESC. ADAN CANALES,001-YAUYUPE,266
08649,07-EL PARAISO,18-YAUYUPE,2-RURAL,ESC. ADAN CANALES,001-YAUYUPE,266
08650,07-EL PARAISO,18-YAUYUPE,2-RURAL,ESC. DIONISIO DE HERRERA,002-EL LLANO O PICADERO,349
08651,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08652,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08653,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08654,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08655,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08656,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08657,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08658,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08659,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08660,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08661,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08662,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08663,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08664,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08665,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08666,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08667,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08668,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08669,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08670,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08671,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08672,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08673,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08674,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08675,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08676,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08677,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08678,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08679,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,296
08680,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,295
08681,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,295
08682,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,295
08683,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALFONSO XIII,001-TROJES,295
08684,07-EL PARAISO,19-TROJES,2-RURAL,ESC. JOSE TRINIDAD REYES,002-CIFUENTES,318
08685,07-EL PARAISO,19-TROJES,2-RURAL,ESC. JOSE TRINIDAD REYES,002-CIFUENTES,318
08686,07-EL PARAISO,19-TROJES,2-RURAL,ESC. JOSE TRINIDAD REYES,002-CIFUENTES,317
08687,07-EL PARAISO,19-TROJES,2-RURAL,ESC. POLICARPO PAZ GARCIA,003-LAS QUEBRADAS,314
08688,07-EL PARAISO,19-TROJES,2-RURAL,ESC. POLICARPO PAZ GARCIA,003-LAS QUEBRADAS,314
08689,07-EL PARAISO,19-TROJES,2-RURAL,ESC. POLICARPO PAZ GARCIA,003-LAS QUEBRADAS,314
08690,07-EL PARAISO,19-TROJES,2-RURAL,ESC. POLICARPO PAZ GARCIA,003-LAS QUEBRADAS,313
08691,07-EL PARAISO,19-TROJES,2-RURAL,ESC. POLICARPO PAZ GARCIA,003-LAS QUEBRADAS,313
08692,07-EL PARAISO,19-TROJES,2-RURAL,ESC. JOSE TRINIDAD REYES,005-LOS PLANES,297
08693,07-EL PARAISO,19-TROJES,2-RURAL,ESC. JOSE TRINIDAD REYES,005-LOS PLANES,297
08694,07-EL PARAISO,19-TROJES,2-RURAL,ESC. JOSE TRINIDAD REYES,005-LOS PLANES,297
08695,07-EL PARAISO,19-TROJES,2-RURAL,ESC. JOSE TRINIDAD REYES,005-LOS PLANES,296
08696,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALVARO CONTRERAS,007-SANTA FE,345
08697,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALVARO CONTRERAS,007-SANTA FE,345
08698,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALVARO CONTRERAS,007-SANTA FE,344
08699,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ROBERTO SUAZO CORDOVA,008-RIO ARRIBA No. 2,332
08700,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ROBERTO SUAZO CORDOVA,008-RIO ARRIBA No. 2,332
08701,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ROBERTO SUAZO CORDOVA,008-RIO ARRIBA No. 2,332
08702,07-EL PARAISO,19-TROJES,2-RURAL,ESC. FRANCISCO MORAZAN,009-PRADO,252
08703,07-EL PARAISO,19-TROJES,2-RURAL,ESC. FRANCISCO MORAZAN,009-PRADO,251
08704,07-EL PARAISO,19-TROJES,2-RURAL,ESC. LUIS BOGRAN,010-LOS PLACERES,294
08705,07-EL PARAISO,19-TROJES,2-RURAL,ESC. LUIS BOGRAN,010-LOS PLACERES,294
08706,07-EL PARAISO,19-TROJES,2-RURAL,ESC. LUIS BOGRAN,010-LOS PLACERES,293
08707,07-EL PARAISO,19-TROJES,2-RURAL,ESC. 29 DE SEPTIEMBRE,011-SAN ESTEBAN,192
08708,07-EL PARAISO,19-TROJES,2-RURAL,ESC. REPUBLICA DE HONDURAS,012-FLOR DEL VALLE,301
08709,07-EL PARAISO,19-TROJES,2-RURAL,ESC. REPUBLICA DE HONDURAS,012-FLOR DEL VALLE,301
08710,07-EL PARAISO,19-TROJES,2-RURAL,ESC. JOSE TRINIDAD REYES,013-LAS MEZAS,288
08711,07-EL PARAISO,19-TROJES,2-RURAL,ESC. JOSE TRINIDAD REYES,013-LAS MEZAS,287
08712,07-EL PARAISO,19-TROJES,2-RURAL,ESC. JOSE TRINIDAD REYES,013-LAS MEZAS,287
08713,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ROBERTO SUAZO CORDOVA,014-EL ZAPOTAL,228
08714,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ROBERTO SUAZO CORDOVA,014-EL ZAPOTAL,227
08715,07-EL PARAISO,19-TROJES,2-RURAL,ESC. FRANCISCO MORAZAN,015-GUANO No. 1,323
08716,07-EL PARAISO,19-TROJES,2-RURAL,ESC. FRANCISCO MORAZAN,015-GUANO No. 1,322
08717,07-EL PARAISO,19-TROJES,2-RURAL,ESC JOSE CECILIO BAIDE,016-SAN ANTONIO DE LAS VEGAS,339
08718,07-EL PARAISO,19-TROJES,2-RURAL,ESC. RAMON MONTOYA,017-LA FORTUNA,289
08719,07-EL PARAISO,19-TROJES,2-RURAL,ESC. RAMON MONTOYA,017-LA FORTUNA,289
08720,07-EL PARAISO,19-TROJES,2-RURAL,ESC. RAMON MONTOYA,017-LA FORTUNA,289
08721,07-EL PARAISO,19-TROJES,2-RURAL,ESC. FROYLAN TURCIOS,018-CAYANTU,247
08722,07-EL PARAISO,19-TROJES,2-RURAL,ESC. FROYLAN TURCIOS,018-CAYANTU,246
08723,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALVARO CONTRERAS,019-TAPALCHI,288
08724,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALVARO CONTRERAS,019-TAPALCHI,288
08725,07-EL PARAISO,19-TROJES,2-RURAL,ESC. COMUNIDAD ECONOM. EUROPEA,020-POSAS REDONDA ARRIBA,273
08726,07-EL PARAISO,19-TROJES,2-RURAL,ESC. COMUNIDAD ECONOM. EUROPEA,020-POSAS REDONDA ARRIBA,273
08727,07-EL PARAISO,19-TROJES,2-RURAL,CEB. DIONISIO DE HERRERA,021-ARENALES,296
08728,07-EL PARAISO,19-TROJES,2-RURAL,CEB. DIONISIO DE HERRERA,021-ARENALES,295
08729,07-EL PARAISO,19-TROJES,2-RURAL,CEB. DIONISIO DE HERRERA,021-ARENALES,295
08730,07-EL PARAISO,19-TROJES,2-RURAL,CEB. DIONISIO DE HERRERA,021-ARENALES,295
08731,07-EL PARAISO,19-TROJES,2-RURAL,ESC. FRANCISCO MORAZAN,022-ESPAÑOL,326
08732,07-EL PARAISO,19-TROJES,2-RURAL,ESC. FRANCISCO MORAZAN,022-ESPAÑOL,326
08733,07-EL PARAISO,19-TROJES,2-RURAL,ESC. FRANCISCO MORAZAN,022-ESPAÑOL,326
08734,07-EL PARAISO,19-TROJES,2-RURAL,ESC. NUEVO AMANECER,023-ZEPEDA No. 2,309
08735,07-EL PARAISO,19-TROJES,2-RURAL,ESC. NUEVO AMANECER,023-ZEPEDA No. 2,309
08736,07-EL PARAISO,19-TROJES,2-RURAL,ESC. CARLOS ALBERTO ALEMAN,024-LA ESPERANZA DE CAPIRE,299
08737,07-EL PARAISO,19-TROJES,2-RURAL,ESC. CARLOS ALBERTO ALEMAN,024-LA ESPERANZA DE CAPIRE,299
08738,07-EL PARAISO,19-TROJES,2-RURAL,ESC. CARLOS ALBERTO ALEMAN,024-LA ESPERANZA DE CAPIRE,298
08739,07-EL PARAISO,19-TROJES,2-RURAL,ESC. FRANCISCO MORAZAN,025-EL PROGRESO DE CAPIRE,359
08740,07-EL PARAISO,19-TROJES,2-RURAL,ESC. FRANCISCO MORAZAN,025-EL PROGRESO DE CAPIRE,359
08741,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALVARO CONTRERAS,026-MAQUENGALE,259
08742,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALVARO CONTRERAS,026-MAQUENGALE,259
08743,07-EL PARAISO,19-TROJES,2-RURAL,ESC. VILLEDA MORALES,027-SAN JOSE DE YAMALE,316
08744,07-EL PARAISO,19-TROJES,2-RURAL,ESC. VILLEDA MORALES,027-SAN JOSE DE YAMALE,315
08745,07-EL PARAISO,19-TROJES,2-RURAL,ESC. VILLEDA MORALES,027-SAN JOSE DE YAMALE,315
08746,07-EL PARAISO,19-TROJES,2-RURAL,ESC. VILLEDA MORALES,027-SAN JOSE DE YAMALE,315
08747,07-EL PARAISO,19-TROJES,2-RURAL,ESC. VILLEDA MORALES,027-SAN JOSE DE YAMALE,315
08748,07-EL PARAISO,19-TROJES,2-RURAL,ESC DR. CARLOS ROBERTO REINA,028-RANCHO GRANDE,186
08749,07-EL PARAISO,19-TROJES,2-RURAL,ESC DR. CARLOS ROBERTO REINA,028-RANCHO GRANDE,186
08750,07-EL PARAISO,19-TROJES,2-RURAL,ESC. DIONISIO DE HERRERA,029-CAPIRE,267
08751,07-EL PARAISO,19-TROJES,2-RURAL,ESC. DIONISIO DE HERRERA,029-CAPIRE,266
08752,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ALVARO CONTRERAS,030-BUENA VISTA No. 2,343
08753,07-EL PARAISO,19-TROJES,2-RURAL,ESC. AUGUSTO C. COELLO,031-LAS VEGAS DE VERACRUZ,304
08754,07-EL PARAISO,19-TROJES,2-RURAL,ESC. AUGUSTO C. COELLO,031-LAS VEGAS DE VERACRUZ,303
08755,07-EL PARAISO,19-TROJES,2-RURAL,ESC. AUGUSTO C. COELLO,031-LAS VEGAS DE VERACRUZ,303
08756,07-EL PARAISO,19-TROJES,2-RURAL,ESC. CARLOS ROBERTO REINA,032-CABECERA DE GUINEO,53
08757,07-EL PARAISO,19-TROJES,2-RURAL,ESC. HERIBERTO SOLORZANO,033-SAMARIA,324
08758,07-EL PARAISO,19-TROJES,2-RURAL,ESC. ESTEBAN GUARDIOLA,034-LA FLORIDA,230
08759,07-EL PARAISO,19-TROJES,2-RURAL,ESC. JOSE CECILIO DEL VALLE,035-AMPARO,183
08760,07-EL PARAISO,19-TROJES,2-RURAL,ESC. JOSE CECILIO DEL VALLE,035-AMPARO,183
08761,07-EL PARAISO,19-TROJES,2-RURAL,ESC. LUIS LANDA,036-SAN FRANCISCO DE CAPIRE,332
08762,07-EL PARAISO,19-TROJES,2-RURAL,ESC JOSE CECILIO VALLE,037-MAQUENGALITO,244
08763,07-EL PARAISO,19-TROJES,2-RURAL,ESC JOSE CECILIO VALLE,037-MAQUENGALITO,244
08764,07-EL PARAISO,19-TROJES,2-RURAL,ESC JOSE CECILIO VALLE,037-MAQUENGALITO,244
08765,07-EL PARAISO,19-TROJES,2-RURAL,ESC. UNION EUROPEA,038-MORIAH,316
08766,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,CEB. MANUEL BONILLA,001-BO. EL CHILE,301
08767,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,CEB. MANUEL BONILLA,001-BO. EL CHILE,301
08768,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,CEB. MANUEL BONILLA,001-BO. EL CHILE,301
08769,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,CEB. MANUEL BONILLA,001-BO. EL CHILE,301
08770,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,CEB. MANUEL BONILLA,001-BO. EL CHILE,301
08771,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,CEB. MANUEL BONILLA,001-BO. EL CHILE,301
08772,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,CEB. MANUEL BONILLA,001-BO. EL CHILE,301
08773,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,CEB. MANUEL BONILLA,001-BO. EL CHILE,301
08774,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,CEB. MANUEL BONILLA,001-BO. EL CHILE,300
08775,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,CEB. MANUEL BONILLA,001-BO. EL CHILE,300
08776,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,ESC. LEOVIGILDO PINEDA CARDONA,003-COL. SOTO,310
08777,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,ESC. LEOVIGILDO PINEDA CARDONA,003-COL. SOTO,310
08778,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,ESC. LEOVIGILDO PINEDA CARDONA,003-COL. SOTO,309
08779,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,ESC. LEOVIGILDO PINEDA CARDONA,003-COL. SOTO,309
08780,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,ESC. LEOVIGILDO PINEDA CARDONA,003-COL. SOTO,309
08781,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,ESC. LEOVIGILDO PINEDA CARDONA,003-COL. SOTO,309
08782,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,ESC. LEOVIGILDO PINEDA CARDONA,003-COL. SOTO,309
08783,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,ESC. LEOVIGILDO PINEDA CARDONA,003-COL. SOTO,309
08784,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,ESC. JOSE SIMON AZCONA HOYO NO.2,005-BO. GUAMILITO,292
08785,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,ESC. JOSE SIMON AZCONA HOYO NO.2,005-BO. GUAMILITO,292
08786,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,ESC. JOSE SIMON AZCONA HOYO NO.2,005-BO. GUAMILITO,292
08787,08-FRANCISCO MORAZAN,01-DISTRITO CENTRAL,1-URBANA,ESC. JOSE SIMON AZCONA HOYO NO.2,005-BO. GUAMILITO,291
