Código Departamento,Departamento,Código Municipio,Municipio,Área,Sector Electoral,Centro de Votación,JRV,Carga Electoral
2,COLON,1.0,TRUJILLO,RURAL,CHACALAPA PUENTE O RIO ABAJO,ESC. SAN JUAN BOSCO,981,329
2,COLON,1.0,TRUJILLO,RURAL,CHACALAPA PUENTE O RIO ABAJO,ESC. SAN JUAN BOSCO,982,329
2,COLON,1.0,TRUJILLO,RURAL,LA DANTA,ESC. 18 DE MAYO,983,235
2,COLON,1.0,TRUJILLO,RURAL,LA DANTA,ESC. 18 DE MAYO,984,235
2,COLON,1.0,TRUJILLO,RURAL,LOS ANGELES,ESC. RENACIMIENTO,985,255
2,COLON,1.0,TRUJILLO,RURAL,LOS ANGELES,ESC. RENACIMIENTO,986,254
2,COLON,1.0,TRUJILLO,RURAL,NUEVA MASICALES,ESC. PRESENTACION CENTENO,987,306
2,COLON,1.0,TRUJILLO,RURAL,NUEVA MASICALES,ESC. PRESENTACION CENTENO,988,305
2,COLON,1.0,TRUJILLO,RURAL,RIGORES,CEB BENITO JUAREZ,989,360
2,COLON,1.0,TRUJILLO,RURAL,RIGORES,CEB BENITO JUAREZ,990,359
2,COLON,1.0,TRUJILLO,RURAL,RIGORES,CEB BENITO JUAREZ,991,359
2,COLON,1.0,TRUJILLO,RURAL,RIGORES,CEB BENITO JUAREZ,992,359
2,COLON,1.0,TRUJILLO,RURAL,RIGORES,CEB BENITO JUAREZ,993,359
2,COLON,1.0,TRUJILLO,RURAL,RIO ARRIBA,ESC. MARCELINO PINEDA LOPEZ,994,212
2,COLON,1.0,TRUJILLO,RURAL,RIO ARRIBA,ESC. MARCELINO PINEDA LOPEZ,995,211
2,COLON,1.0,TRUJILLO,RURAL,JERICO,ESC. VILMA YOLANDA CASTILLO,996,332
2,COLON,1.0,TRUJILLO,RURAL,JERICO,ESC. VILMA YOLANDA CASTILLO,997,331
2,COLON,1.0,TRUJILLO,RURAL,JERICO,ESC. VILMA YOLANDA CASTILLO,998,331
2,COLON,1.0,TRUJILLO,RURAL,JERICO,ESC. VILMA YOLANDA CASTILLO,999,331
2,COLON,1.0,TRUJILLO,RURAL,JERICO,ESC. VILMA YOLANDA CASTILLO,1000,331
2,COLON,1.0,TRUJILLO,RURAL,LA BREA,ESC. MANUEL MAIRENA,1001,305
2,COLON,1.0,TRUJILLO,RURAL,LA BREA,ESC. MANUEL MAIRENA,1002,305
2,COLON,1.0,TRUJILLO,RURAL,LA BREA,ESC. MANUEL MAIRENA,1003,304
2,COLON,1.0,TRUJILLO,RURAL,COOP. SAN ESTEBAN,ESC. LA ESPERANZA,1004,274
2,COLON,1.0,TRUJILLO,RURAL,PUERTO CASTILLA,CEB 14 DE AGOSTO,1005,283
2,COLON,1.0,TRUJILLO,RURAL,PUERTO CASTILLA,CEB 14 DE AGOSTO,1006,283
2,COLON,1.0,TRUJILLO,RURAL,PUERTO CASTILLA,CEB 14 DE AGOSTO,1007,283
2,COLON,1.0,TRUJILLO,RURAL,PUERTO CASTILLA,CEB 14 DE AGOSTO,1008,282
2,COLON,1.0,TRUJILLO,RURAL,TARROS,ESC. LUZ Y ESPERANZA,1009,328
2,COLON,1.0,TRUJILLO,RURAL,TARROS,ESC. LUZ Y ESPERANZA,1010,327
2,COLON,1.0,TRUJILLO,RURAL,LOS LEONES,CEB EL DESPERTAR,1011,328
2,COLON,1.0,TRUJILLO,RURAL,LOS LEONES,CEB EL DESPERTAR,1012,328
2,COLON,1.0,TRUJILLO,RURAL,LOS LEONES,CEB EL DESPERTAR,1013,328
2,COLON,1.0,TRUJILLO,RURAL,LOS LEONES,CEB EL DESPERTAR,1014,328
2,COLON,1.0,TRUJILLO,RURAL,LOS LEONES,CEB EL DESPERTAR,1015,327
2,COLON,1.0,TRUJILLO,RURAL,LOS LEONES,CEB EL DESPERTAR,1016,327
2,COLON,1.0,TRUJILLO,RURAL,HONDURAS AGUAN,ESC. LIDIA HANDAL,1017,279
2,COLON,1.0,TRUJILLO,RURAL,HONDURAS AGUAN,ESC. LIDIA HANDAL,1018,279
2,COLON,1.0,TRUJILLO,RURAL,HONDURAS AGUAN,ESC. LIDIA HANDAL,1019,279
2,COLON,1.0,TRUJILLO,RURAL,HONDURAS AGUAN,ESC. LIDIA HANDAL,1020,278
2,COLON,1.0,TRUJILLO,RURAL,COOP. VEINTICINCO DE ABRIL,CEB 13 DE MAYO,1021,292
2,COLON,1.0,TRUJILLO,RURAL,COOP. VEINTICINCO DE ABRIL,CEB 13 DE MAYO,1022,292
2,COLON,1.0,TRUJILLO,RURAL,COOP. VEINTICINCO DE ABRIL,CEB 13 DE MAYO,1023,292
2,COLON,1.0,TRUJILLO,RURAL,COL. AGUAN,ESC. 14 DE JULIO,1024,351
2,COLON,1.0,TRUJILLO,RURAL,LA ATASCOSA,ESC. DR. ESTEBAN MENDOZA,1025,326
2,COLON,1.0,TRUJILLO,RURAL,MONTE ABAJO,ESC. JOSE CECILIO DEL VALLE,1026,277
2,COLON,1.0,TRUJILLO,RURAL,MONTE ABAJO,ESC. JOSE CECILIO DEL VALLE,1027,277
2,COLON,1.0,TRUJILLO,RURAL,LAS PILAS,ESC. MANUEL DE JESUS SUBIRANA,1028,207
2,COLON,1.0,TRUJILLO,RURAL,LAS PILAS,ESC. MANUEL DE JESUS SUBIRANA,1029,207
2,COLON,1.0,TRUJILLO,RURAL,SILIN,ESC. REPUBLICA DE COLOMBIA,1030,366
2,COLON,1.0,TRUJILLO,RURAL,SILIN,ESC. REPUBLICA DE COLOMBIA,1031,366
2,COLON,1.0,TRUJILLO,RURAL,SILIN,ESC. REPUBLICA DE COLOMBIA,1032,366
2,COLON,1.0,TRUJILLO,RURAL,SAN JOSE DE COLON O LA MONTAÑA,ESC. INDEPENDENCIA,1033,173
2,COLON,1.0,TRUJILLO,RURAL,EL BENQUE,ESC. LUIS ANDRES ZUNIGA,1034,319
2,COLON,1.0,TRUJILLO,RURAL,CUYAMEL,ESC. PEDRO NUFIO,1035,330
2,COLON,1.0,TRUJILLO,RURAL,EL HIGUERITO,ESC. 28 DE SEPTIEMBRE,1036,199
2,COLON,1.0,TRUJILLO,RURAL,AGUA AMARILLA,ESC. LUZ INFANTIL,1037,309
2,COLON,1.0,TRUJILLO,RURAL,AGUA AMARILLA,ESC. LUZ INFANTIL,1038,308
2,COLON,1.0,TRUJILLO,RURAL,AGUA AMARILLA,ESC. LUZ INFANTIL,1039,308
2,COLON,1.0,TRUJILLO,RURAL,JAZMINES DE ORIENTE,ESC. 30 DE MAYO,1040,139
2,COLON,1.0,TRUJILLO,RURAL,PANAMA,ESC. EL EDEN,1041,266
2,COLON,1.0,TRUJILLO,RURAL,PANAMA,ESC. EL EDEN,1042,265
2,COLON,1.0,TRUJILLO,RURAL,OCOTES ALTOS,ESC. ALPHA,1043,337
2,COLON,1.0,TRUJILLO,RURAL,OCOTES ALTOS,ESC. ALPHA,1044,336
2,COLON,1.0,TRUJILLO,RURAL,OCOTES ALTOS,ESC. ALPHA,1045,336
2,COLON,1.0,TRUJILLO,RURAL,CHICHIGUITE ARRIBA,ESC. ALFONSO XIII,1046,339
2,COLON,1.0,TRUJILLO,RURAL,EL TESORITO,ESC. 24 DE MAYO,1047,342
2,COLON,1.0,TRUJILLO,RURAL,SANTA ELENA I-II,ESC. SANTA ELENA,1048,194
2,COLON,1.0,TRUJILLO,RURAL,SANTA ELENA I-II,ESC. SANTA ELENA,1049,193
2,COLON,1.0,TRUJILLO,RURAL,COL. NUEVA SINAI,ESC. BATALLA DE LA TRINIDAD,1050,368
2,COLON,1.0,TRUJILLO,RURAL,COL. NUEVA SINAI,ESC. BATALLA DE LA TRINIDAD,1051,367
2,COLON,1.0,TRUJILLO,RURAL,COL. NUEVA SINAI,ESC. BATALLA DE LA TRINIDAD,1052,367
2,COLON,1.0,TRUJILLO,RURAL,COL. NUEVA MARAÑONES,ESC. PATRIA,1053,262
2,COLON,1.0,TRUJILLO,RURAL,COL. NUEVA MARAÑONES,ESC. PATRIA,1054,261
2,COLON,1.0,TRUJILLO,RURAL,COOP. RIO CLARO,ESC. LA REFORMA,1055,210
2,COLON,1.0,TRUJILLO,RURAL,COOP. RIO CLARO,ESC. LA REFORMA,1056,209
2,COLON,1.0,TRUJILLO,RURAL,COMUNIDAD GUADALUPE CARNEY,CEB. JAIRO AYALA,1057,314
2,COLON,1.0,TRUJILLO,RURAL,COMUNIDAD GUADALUPE CARNEY,CEB. JAIRO AYALA,1058,314
2,COLON,1.0,TRUJILLO,RURAL,COMUNIDAD GUADALUPE CARNEY,CEB. JAIRO AYALA,1059,314
2,COLON,1.0,TRUJILLO,RURAL,COMUNIDAD GUADALUPE CARNEY,CEB. JAIRO AYALA,1060,314
2,COLON,1.0,TRUJILLO,RURAL,COMUNIDAD GUADALUPE CARNEY,CEB. JAIRO AYALA,1061,313
2,COLON,1.0,TRUJILLO,RURAL,CAPIRO,CEB 18 DE MAYO,1062,343
2,COLON,1.0,TRUJILLO,RURAL,CAPIRO,CEB 18 DE MAYO,1063,343
2,COLON,1.0,TRUJILLO,RURAL,CAPIRO,CEB 18 DE MAYO,1064,343
2,COLON,1.0,TRUJILLO,RURAL,CAPIRO,CEB 18 DE MAYO,1065,342
2,COLON,1.0,TRUJILLO,RURAL,MONTECRISTO,ESC. 3 DE FEBRERO,1066,248
2,COLON,1.0,TRUJILLO,RURAL,MONTECRISTO,ESC. 3 DE FEBRERO,1067,248
2,COLON,2.0,BALFATE,RURAL,BALFATE,ESC. MINERVA,1068,339
2,COLON,2.0,BALFATE,RURAL,BALFATE,ESC. MINERVA,1069,339
2,COLON,2.0,BALFATE,RURAL,BALFATE,ESC. MINERVA,1070,338
2,COLON,2.0,BALFATE,RURAL,BALFATE,ESC. MINERVA,1071,338
2,COLON,2.0,BALFATE,RURAL,EL CENIZO,ESC. LUZ DEL ATLANTICO,1072,189
2,COLON,2.0,BALFATE,RURAL,EL CENIZO,ESC. LUZ DEL ATLANTICO,1073,189
2,COLON,2.0,BALFATE,RURAL,LAS FLORES,ESC. RAMON ROSA,1074,187
2,COLON,2.0,BALFATE,RURAL,LIS LIS,CEB PRIMAVERA,1075,316
2,COLON,2.0,BALFATE,RURAL,LIS LIS,CEB PRIMAVERA,1076,316
2,COLON,2.0,BALFATE,RURAL,LIS LIS,CEB PRIMAVERA,1077,316
2,COLON,2.0,BALFATE,RURAL,PLANES DE BAMBU,ESC. JOSE TRINIDAD CABAÑAS,1078,129
2,COLON,2.0,BALFATE,RURAL,RIO ESTEBAN,CEB.  BILINGUE INTERCULTURAL GARIFUNA BARAUDA.,1079,328
2,COLON,2.0,BALFATE,RURAL,RIO ESTEBAN,CEB.  BILINGUE INTERCULTURAL GARIFUNA BARAUDA.,1080,328
2,COLON,2.0,BALFATE,RURAL,RIO ESTEBAN,CEB.  BILINGUE INTERCULTURAL GARIFUNA BARAUDA.,1081,328
2,COLON,2.0,BALFATE,RURAL,RIO ESTEBAN,CEB.  BILINGUE INTERCULTURAL GARIFUNA BARAUDA.,1082,328
2,COLON,2.0,BALFATE,RURAL,RIO ESTEBAN,CEB.  BILINGUE INTERCULTURAL GARIFUNA BARAUDA.,1083,328
2,COLON,2.0,BALFATE,RURAL,LUCINDA,CEB. CULTURA,1084,251
2,COLON,2.0,BALFATE,RURAL,LUCINDA,CEB. CULTURA,1085,251
2,COLON,2.0,BALFATE,RURAL,LUCINDA,CEB. CULTURA,1086,250
2,COLON,2.0,BALFATE,RURAL,EL PORVENIR,ESC. OSCAR A. FLORES,1087,338
2,COLON,2.0,BALFATE,RURAL,CUYAMEL,ESC. VICTOR CACEREZ LARA,1088,146
2,COLON,2.0,BALFATE,RURAL,EL SATAL,ESC. 3 DE MAYO,1089,325
2,COLON,2.0,BALFATE,RURAL,LIMERA,CEB JUAN LINDO,1090,272
2,COLON,2.0,BALFATE,RURAL,LIMERA,CEB JUAN LINDO,1091,272
2,COLON,2.0,BALFATE,RURAL,RIO COCO,CEB ATENEA,1092,346
2,COLON,2.0,BALFATE,RURAL,RIO COCO,CEB ATENEA,1093,345
2,COLON,2.0,BALFATE,RURAL,BAMBU,CEB FIAT LUX,1094,254
2,COLON,2.0,BALFATE,RURAL,BAMBU,CEB FIAT LUX,1095,254
2,COLON,2.0,BALFATE,RURAL,LAS VALLAS,ESC. 22 DE NOVIEMBRE,1096,330
2,COLON,2.0,BALFATE,RURAL,LAS CRUCITAS,ESC. PLATON,1097,203
2,COLON,2.0,BALFATE,RURAL,LAS CRUCITAS,ESC. PLATON,1098,203
2,COLON,3.0,IRIONA,RURAL,CUSUNA,CEB RODOLFO ROJAS ,1099,265
2,COLON,3.0,IRIONA,RURAL,CUSUNA,CEB RODOLFO ROJAS ,1100,264
2,COLON,3.0,IRIONA,RURAL,CUSUNA,CEB RODOLFO ROJAS ,1101,264
2,COLON,3.0,IRIONA,RURAL,LAS CHAMPAS U OCOTALES,CEB PRESENTACION CENTENO,1102,338
2,COLON,3.0,IRIONA,RURAL,LAS CHAMPAS U OCOTALES,CEB PRESENTACION CENTENO,1103,338
2,COLON,3.0,IRIONA,RURAL,LAS CHAMPAS U OCOTALES,CEB PRESENTACION CENTENO,1104,338
2,COLON,3.0,IRIONA,RURAL,LAS CHAMPAS U OCOTALES,CEB PRESENTACION CENTENO,1105,338
2,COLON,3.0,IRIONA,RURAL,LAS CHAMPAS U OCOTALES,CEB PRESENTACION CENTENO,1106,337
2,COLON,3.0,IRIONA,RURAL,PAYA,CEB RAUL MUNGUIA SIERRA,1107,310
2,COLON,3.0,IRIONA,RURAL,PAYA,CEB RAUL MUNGUIA SIERRA,1108,310
2,COLON,3.0,IRIONA,RURAL,PAYA,CEB RAUL MUNGUIA SIERRA,1109,310
2,COLON,3.0,IRIONA,RURAL,PAYA,CEB RAUL MUNGUIA SIERRA,1110,309
2,COLON,3.0,IRIONA,RURAL,SAN JOSE DE LA PUNTA,CEB CARLOTA GONZALES VELASQUEZ,1111,325
2,COLON,3.0,IRIONA,RURAL,SAN JOSE DE LA PUNTA,CEB CARLOTA GONZALES VELASQUEZ,1112,324
2,COLON,3.0,IRIONA,RURAL,SANGRELAYA,ESC. MARCO AURELIO SOTO,1113,287
2,COLON,3.0,IRIONA,RURAL,SANGRELAYA,ESC. MARCO AURELIO SOTO,1114,287
2,COLON,3.0,IRIONA,RURAL,SANGRELAYA,ESC. MARCO AURELIO SOTO,1115,287
2,COLON,3.0,IRIONA,RURAL,SICO,ESC. 17 DE AGOSTO,1116,365
2,COLON,3.0,IRIONA,RURAL,SICO,ESC. 17 DE AGOSTO,1117,364
2,COLON,3.0,IRIONA,RURAL,SICO,ESC. 17 DE AGOSTO,1118,364
2,COLON,3.0,IRIONA,RURAL,SICO,ESC. 17 DE AGOSTO,1119,364
2,COLON,3.0,IRIONA,RURAL,SICO,ESC. 17 DE AGOSTO,1120,364
2,COLON,3.0,IRIONA,RURAL,PUNTA DE PIEDRA,CEB JOSE CECILIO DEL VALLE ,1121,305
2,COLON,3.0,IRIONA,RURAL,PUNTA DE PIEDRA,CEB JOSE CECILIO DEL VALLE ,1122,305
2,COLON,3.0,IRIONA,RURAL,PUNTA DE PIEDRA,CEB JOSE CECILIO DEL VALLE ,1123,304
2,COLON,3.0,IRIONA,RURAL,CIRIBOYA,CEB ALVARO CONTRERAS ,1124,347
2,COLON,3.0,IRIONA,RURAL,EL CASTILLO,CEB LA FRATERNIDAD ,1125,321
2,COLON,3.0,IRIONA,RURAL,EL CASTILLO,CEB LA FRATERNIDAD ,1126,321
2,COLON,3.0,IRIONA,RURAL,ZAMBITA,CEB RAMON ROSA ,1127,321
2,COLON,3.0,IRIONA,RURAL,ZAMBITA,CEB RAMON ROSA ,1128,321
2,COLON,3.0,IRIONA,RURAL,ZAMBITA,CEB RAMON ROSA ,1129,320
2,COLON,3.0,IRIONA,RURAL,PLAYAS DE OCOTALES,ESC. ALFONSO LACAYO,1130,279
2,COLON,3.0,IRIONA,RURAL,PLAYAS DE OCOTALES,ESC. ALFONSO LACAYO,1131,279
2,COLON,3.0,IRIONA,RURAL,PLAYAS DE OCOTALES,ESC. ALFONSO LACAYO,1132,278
2,COLON,3.0,IRIONA,RURAL,IRIONA VIEJO,ESC. JORGE LINO FIGUEROA,1133,163
2,COLON,3.0,IRIONA,RURAL,IRIONA PUERTO,CEB RAMON DE JESUS ZELAYA,1134,346
2,COLON,4.0,LIMON,RURAL,LIMON,ESC. FRANCISCO MORAZAN,1135,352
2,COLON,4.0,LIMON,RURAL,LIMON,ESC. FRANCISCO MORAZAN,1136,352
2,COLON,4.0,LIMON,RURAL,LIMON,ESC. FRANCISCO MORAZAN,1137,352
2,COLON,4.0,LIMON,RURAL,LIMON,ESC. FRANCISCO MORAZAN,1138,352
2,COLON,4.0,LIMON,RURAL,LIMON,ESC. FRANCISCO MORAZAN,1139,352
2,COLON,4.0,LIMON,RURAL,LIMON,ESC. FRANCISCO MORAZAN,1140,352
2,COLON,4.0,LIMON,RURAL,LA FORTUNA,ESC. 5 DE MARZO,1141,270
2,COLON,4.0,LIMON,RURAL,FRANCIA,CEB JOSE CECILIO DEL VALLE ,1142,363
2,COLON,4.0,LIMON,RURAL,FRANCIA,CEB JOSE CECILIO DEL VALLE ,1143,363
2,COLON,4.0,LIMON,RURAL,FRANCIA,CEB JOSE CECILIO DEL VALLE ,1144,363
2,COLON,4.0,LIMON,RURAL,FRANCIA,CEB JOSE CECILIO DEL VALLE ,1145,363
2,COLON,4.0,LIMON,RURAL,FRANCIA,CEB JOSE CECILIO DEL VALLE ,1146,363
2,COLON,4.0,LIMON,RURAL,FRANCIA,CEB JOSE CECILIO DEL VALLE ,1147,363
2,COLON,4.0,LIMON,RURAL,PLAN DE FLORES,ESC. JUAN JOSE LABORIEL,1148,308
2,COLON,4.0,LIMON,RURAL,PLAN DE FLORES,ESC. JUAN JOSE LABORIEL,1149,307
2,COLON,4.0,LIMON,RURAL,PLAN DE FLORES,ESC. JUAN JOSE LABORIEL,1150,307
2,COLON,4.0,LIMON,RURAL,PLAN DE FLORES,ESC. JUAN JOSE LABORIEL,1151,307
2,COLON,4.0,LIMON,RURAL,LIMONCITO,ESC. 19 DE DICIEMBRE,1152,208
2,COLON,4.0,LIMON,RURAL,LIMONCITO,ESC. 19 DE DICIEMBRE,1153,207
2,COLON,4.0,LIMON,RURAL,JICOTEA,CEB SILVERIO HERNANDEZ TINGLAS ,1154,329
2,COLON,4.0,LIMON,RURAL,JICOTEA,CEB SILVERIO HERNANDEZ TINGLAS ,1155,329
2,COLON,4.0,LIMON,RURAL,JICOTEA,CEB SILVERIO HERNANDEZ TINGLAS ,1156,329
2,COLON,4.0,LIMON,RURAL,JICOTEA,CEB SILVERIO HERNANDEZ TINGLAS ,1157,329
2,COLON,4.0,LIMON,RURAL,JICOTEA,CEB SILVERIO HERNANDEZ TINGLAS ,1158,329
2,COLON,4.0,LIMON,RURAL,JICOTEA,CEB SILVERIO HERNANDEZ TINGLAS ,1159,328
2,COLON,4.0,LIMON,RURAL,JICOTEA,CEB SILVERIO HERNANDEZ TINGLAS ,1160,328
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1161,358
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1162,358
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1163,358
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1164,358
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1165,358
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1166,358
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1167,358
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1168,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1169,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1170,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1171,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1172,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1173,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1174,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1175,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1176,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1177,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1178,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1179,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1180,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1181,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1182,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1183,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1184,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1185,357
2,COLON,5.0,SABA,URBANA,BO. EL COYOL,ESC. FRANCISCO MORAZAN,1186,357
2,COLON,5.0,SABA,URBANA,Bo. LA PAVA,ESC. PRIMERO DE ABRIL,1187,294
2,COLON,5.0,SABA,URBANA,Bo. LA PAVA,ESC. PRIMERO DE ABRIL,1188,293
2,COLON,5.0,SABA,URBANA,Bo. LA PAVA,ESC. PRIMERO DE ABRIL,1189,293
2,COLON,5.0,SABA,URBANA,Bo. LA PAVA,ESC. PRIMERO DE ABRIL,1190,293
2,COLON,5.0,SABA,URBANA,BO. LA CHOLOMEÑA,ESC. PUNTA  CAXINAS,1191,345
2,COLON,5.0,SABA,URBANA,BO. LA CHOLOMEÑA,ESC. PUNTA  CAXINAS,1192,344
2,COLON,5.0,SABA,URBANA,BO. LA CHOLOMEÑA,ESC. PUNTA  CAXINAS,1193,344
2,COLON,5.0,SABA,URBANA,BO. LA CHOLOMEÑA,ESC. PUNTA  CAXINAS,1194,344
2,COLON,5.0,SABA,URBANA,COL. BELLA VISTA,INST. POLIVALENTE 4 DE SEPTIEMBRE DE 1964,1195,340
2,COLON,5.0,SABA,URBANA,COL. BELLA VISTA,INST. POLIVALENTE 4 DE SEPTIEMBRE DE 1964,1196,340
2,COLON,5.0,SABA,URBANA,COL. BELLA VISTA,INST. POLIVALENTE 4 DE SEPTIEMBRE DE 1964,1197,339
2,COLON,5.0,SABA,URBANA,COL. BELLA VISTA,INST. POLIVALENTE 4 DE SEPTIEMBRE DE 1964,1198,339
2,COLON,5.0,SABA,RURAL,COL. STANDARD,ESC. ESTEBAN GUARDIOLA,1199,353
2,COLON,5.0,SABA,RURAL,COL. STANDARD,ESC. ESTEBAN GUARDIOLA,1200,353
2,COLON,5.0,SABA,RURAL,COL. STANDARD,ESC. ESTEBAN GUARDIOLA,1201,352
2,COLON,5.0,SABA,RURAL,CEIBITA,ESC. PERLAS DEL AGUAN,1202,301
2,COLON,5.0,SABA,RURAL,CEIBITA,ESC. PERLAS DEL AGUAN,1203,300
2,COLON,5.0,SABA,RURAL,EL ACHIOTE,CEB. JOSE TRINIDAD CABAÑAS,1204,321
2,COLON,5.0,SABA,RURAL,EL ACHIOTE,CEB. JOSE TRINIDAD CABAÑAS,1205,320
2,COLON,5.0,SABA,RURAL,EL ACHIOTE,CEB. JOSE TRINIDAD CABAÑAS,1206,320
2,COLON,5.0,SABA,RURAL,EL ACHIOTE,CEB. JOSE TRINIDAD CABAÑAS,1207,320
2,COLON,5.0,SABA,RURAL,EL ACHIOTE,CEB. JOSE TRINIDAD CABAÑAS,1208,320
2,COLON,5.0,SABA,RURAL,ELIXIR,ESC. CRISTOBAL COLON,1209,353
2,COLON,5.0,SABA,RURAL,ELIXIR,ESC. CRISTOBAL COLON,1210,353
2,COLON,5.0,SABA,RURAL,ELIXIR,ESC. CRISTOBAL COLON,1211,353
2,COLON,5.0,SABA,RURAL,ELIXIR,ESC. CRISTOBAL COLON,1212,352
2,COLON,5.0,SABA,RURAL,ELIXIR,ESC. CRISTOBAL COLON,1213,352
2,COLON,5.0,SABA,RURAL,ELIXIR,ESC. CRISTOBAL COLON,1214,352
2,COLON,5.0,SABA,RURAL,ELIXIR,ESC. CRISTOBAL COLON,1215,352
2,COLON,5.0,SABA,RURAL,ELIXIR,ESC. CRISTOBAL COLON,1216,352
2,COLON,5.0,SABA,RURAL,ELIXIR,ESC. CRISTOBAL COLON,1217,352
2,COLON,5.0,SABA,RURAL,ELIXIR,ESC. CRISTOBAL COLON,1218,352
2,COLON,5.0,SABA,RURAL,ELIXIR,ESC. CRISTOBAL COLON,1219,352
2,COLON,5.0,SABA,RURAL,ORICA,ESC. FRANCISCO J. MEJIA,1220,253
2,COLON,5.0,SABA,RURAL,ORICA,ESC. FRANCISCO J. MEJIA,1221,253
2,COLON,5.0,SABA,RURAL,ORICA,ESC. FRANCISCO J. MEJIA,1222,253
2,COLON,5.0,SABA,RURAL,COL. NUEVA ESPERANZA,ESC. NUEVOS HORIZONTES,1223,267
2,COLON,5.0,SABA,RURAL,COL. NUEVA ESPERANZA,ESC. NUEVOS HORIZONTES,1224,266
2,COLON,5.0,SABA,RURAL,COL. EL ESFUERZO,ESC. FAUSTO CASTILLO,1225,224
2,COLON,5.0,SABA,RURAL,COL. EL ESFUERZO,ESC. FAUSTO CASTILLO,1226,223
2,COLON,5.0,SABA,RURAL,BARRANCO CHELE,CEB. ROGELIO PINEDA NUÑEZ,1227,331
2,COLON,5.0,SABA,RURAL,BARRANCO CHELE,CEB. ROGELIO PINEDA NUÑEZ,1228,330
2,COLON,5.0,SABA,RURAL,BARRANCO CHELE,CEB. ROGELIO PINEDA NUÑEZ,1229,330
2,COLON,5.0,SABA,RURAL,PAGUALES,CEB VICTOR MANUEL ESTRADA,1230,303
2,COLON,5.0,SABA,RURAL,PAGUALES,CEB VICTOR MANUEL ESTRADA,1231,302
2,COLON,5.0,SABA,RURAL,LAS GOLONDRINAS,ESC. JOSE SANTOS GUARDIOLA,1232,352
2,COLON,5.0,SABA,RURAL,LAS GOLONDRINAS,ESC. JOSE SANTOS GUARDIOLA,1233,352
2,COLON,5.0,SABA,RURAL,LAS GOLONDRINAS,ESC. JOSE SANTOS GUARDIOLA,1234,352
2,COLON,5.0,SABA,RURAL,EL JAGUILLO MUERTO,ESC. JOSE TRINIDAD REYES,1235,265
2,COLON,6.0,SANTA FE,RURAL,SANTA FE,ESC. DIONISIO DE HERRERA,1236,356
2,COLON,6.0,SANTA FE,RURAL,SANTA FE,ESC. DIONISIO DE HERRERA,1237,356
2,COLON,6.0,SANTA FE,RURAL,SANTA FE,ESC. DIONISIO DE HERRERA,1238,356
2,COLON,6.0,SANTA FE,RURAL,SANTA FE,ESC. DIONISIO DE HERRERA,1239,355
2,COLON,6.0,SANTA FE,RURAL,SANTA FE,ESC. DIONISIO DE HERRERA,1240,355
2,COLON,6.0,SANTA FE,RURAL,GUADALUPE,ESC. LUIS BERNARDES SATUYE,1241,358
